#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.242330E+00
   0.563498E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.250543E+00
   0.582598E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.259036E+00
   0.602345E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.267816E+00
   0.622761E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.276893E+00
   0.643870E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.286279E+00
   0.665694E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.295982E+00
   0.688258E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.306014E+00
   0.711586E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.316387E+00
   0.735706E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243956E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.327111E+00
   0.760642E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.338198E+00
   0.786424E-05   0.182967E+06   0.182967E+06   0.243956E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.349661E+00
   0.813080E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.361513E+00
   0.840640E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.373767E+00
   0.869133E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.386436E+00
   0.898593E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.399534E+00
   0.929051E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.413076E+00
   0.960541E-05   0.182967E+06   0.182967E+06   0.243955E+06   0.243955E+06   0.000000E+00   0.182967E+06   0.182967E+06   0.192090E+06  -0.605292E+00   0.182138E+06   0.182138E+06   0.427077E+00
