#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.198230E+08   0.198230E+08   0.264269E+08   0.264269E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.305711E-02
   0.563498E-05   0.198230E+08   0.198230E+08   0.264267E+08   0.264267E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.316073E-02
   0.582598E-05   0.198230E+08   0.198230E+08   0.264264E+08   0.264264E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.326786E-02
   0.602345E-05   0.198230E+08   0.198230E+08   0.264261E+08   0.264261E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.337862E-02
   0.622761E-05   0.198230E+08   0.198230E+08   0.264258E+08   0.264258E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.349314E-02
   0.643870E-05   0.198230E+08   0.198230E+08   0.264254E+08   0.264254E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.361153E-02
   0.665694E-05   0.198230E+08   0.198230E+08   0.264251E+08   0.264251E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.373395E-02
   0.688258E-05   0.198230E+08   0.198230E+08   0.264247E+08   0.264247E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198308E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.386051E-02
   0.711586E-05   0.198230E+08   0.198230E+08   0.264243E+08   0.264243E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198307E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.399135E-02
   0.735706E-05   0.198230E+08   0.198230E+08   0.264238E+08   0.264238E+08   0.000000E+00   0.198230E+08   0.198230E+08   0.198307E+08  -0.474216E+00   0.105244E+08   0.105244E+08   0.412664E-02
