#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.237613E+06   0.237613E+06   0.316817E+06   0.316817E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.196044E+00
   0.563498E-05   0.237613E+06   0.237613E+06   0.316817E+06   0.316817E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.202689E+00
   0.582598E-05   0.237613E+06   0.237613E+06   0.316817E+06   0.316817E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.209559E+00
   0.602345E-05   0.237613E+06   0.237613E+06   0.316817E+06   0.316817E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.216662E+00
   0.622761E-05   0.237613E+06   0.237613E+06   0.316817E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.224005E+00
   0.643870E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.231598E+00
   0.665694E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.239448E+00
   0.688258E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.247564E+00
   0.711586E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.255956E+00
   0.735706E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.264631E+00
   0.760642E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.273601E+00
   0.786424E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.282875E+00
   0.813080E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.292463E+00
   0.840640E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.302376E+00
   0.869133E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.312625E+00
   0.898593E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.323221E+00
   0.929051E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.334177E+00
   0.960541E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.345504E+00
   0.993099E-05   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.357215E+00
   0.102676E-04   0.237613E+06   0.237613E+06   0.316816E+06   0.316816E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.369323E+00
   0.106156E-04   0.237613E+06   0.237613E+06   0.316816E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.381841E+00
   0.109754E-04   0.237613E+06   0.237613E+06   0.316816E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.394783E+00
   0.113475E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.408165E+00
   0.117321E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.421999E+00
   0.121297E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.436303E+00
   0.125409E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.451091E+00
   0.129659E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316815E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604498E+00   0.236536E+06   0.236536E+06   0.466381E+00
   0.134054E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316814E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246869E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.482189E+00
   0.138598E-04   0.237613E+06   0.237613E+06   0.316815E+06   0.316814E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.498533E+00
   0.143296E-04   0.237613E+06   0.237613E+06   0.316814E+06   0.316814E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.515431E+00
   0.148153E-04   0.237613E+06   0.237613E+06   0.316814E+06   0.316814E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.532902E+00
   0.153175E-04   0.237613E+06   0.237613E+06   0.316814E+06   0.316814E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.550964E+00
   0.158366E-04   0.237613E+06   0.237613E+06   0.316814E+06   0.316813E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.569639E+00
   0.163734E-04   0.237613E+06   0.237613E+06   0.316814E+06   0.316813E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.588947E+00
   0.169284E-04   0.237613E+06   0.237613E+06   0.316813E+06   0.316813E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.608910E+00
   0.175022E-04   0.237613E+06   0.237613E+06   0.316813E+06   0.316813E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.629549E+00
   0.180954E-04   0.237613E+06   0.237613E+06   0.316813E+06   0.316812E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.650887E+00
   0.187088E-04   0.237613E+06   0.237613E+06   0.316813E+06   0.316812E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.672949E+00
   0.193429E-04   0.237613E+06   0.237613E+06   0.316812E+06   0.316812E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.695758E+00
   0.199986E-04   0.237613E+06   0.237613E+06   0.316812E+06   0.316811E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.719341E+00
   0.206764E-04   0.237613E+06   0.237612E+06   0.316812E+06   0.316811E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.743723E+00
   0.213772E-04   0.237613E+06   0.237612E+06   0.316811E+06   0.316811E+06   0.000000E+00   0.237613E+06   0.237613E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.768932E+00
   0.221018E-04   0.237612E+06   0.237612E+06   0.316811E+06   0.316810E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.794995E+00
   0.228510E-04   0.237612E+06   0.237612E+06   0.316810E+06   0.316810E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.821941E+00
   0.236255E-04   0.237612E+06   0.237612E+06   0.316810E+06   0.316809E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604497E+00   0.236536E+06   0.236536E+06   0.849801E+00
   0.244263E-04   0.237612E+06   0.237612E+06   0.316809E+06   0.316809E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236536E+06   0.236536E+06   0.878605E+00
   0.252542E-04   0.237612E+06   0.237612E+06   0.316809E+06   0.316808E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236536E+06   0.236536E+06   0.908385E+00
   0.261102E-04   0.237612E+06   0.237612E+06   0.316808E+06   0.316807E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236536E+06   0.236536E+06   0.939175E+00
   0.269952E-04   0.237612E+06   0.237612E+06   0.316808E+06   0.316807E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236535E+06   0.236535E+06   0.971008E+00
   0.279102E-04   0.237612E+06   0.237612E+06   0.316807E+06   0.316806E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236535E+06   0.236535E+06   0.100392E+01
   0.288562E-04   0.237612E+06   0.237612E+06   0.316806E+06   0.316805E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236535E+06   0.236535E+06   0.103795E+01
   0.298343E-04   0.237612E+06   0.237612E+06   0.316806E+06   0.316804E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236535E+06   0.236535E+06   0.107313E+01
   0.308456E-04   0.237612E+06   0.237612E+06   0.316805E+06   0.316804E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604496E+00   0.236535E+06   0.236535E+06   0.110950E+01
   0.318911E-04   0.237612E+06   0.237612E+06   0.316804E+06   0.316803E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604495E+00   0.236535E+06   0.236535E+06   0.114711E+01
   0.329720E-04   0.237612E+06   0.237612E+06   0.316803E+06   0.316802E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604495E+00   0.236535E+06   0.236535E+06   0.118599E+01
   0.340896E-04   0.237612E+06   0.237612E+06   0.316802E+06   0.316801E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604495E+00   0.236535E+06   0.236535E+06   0.122619E+01
   0.352451E-04   0.237612E+06   0.237612E+06   0.316801E+06   0.316800E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246868E+06  -0.604495E+00   0.236535E+06   0.236535E+06   0.126775E+01
   0.364397E-04   0.237612E+06   0.237612E+06   0.316800E+06   0.316798E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604495E+00   0.236535E+06   0.236535E+06   0.131072E+01
   0.376749E-04   0.237612E+06   0.237612E+06   0.316799E+06   0.316797E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604494E+00   0.236535E+06   0.236535E+06   0.135515E+01
   0.389519E-04   0.237612E+06   0.237612E+06   0.316798E+06   0.316796E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604494E+00   0.236535E+06   0.236535E+06   0.140108E+01
   0.402721E-04   0.237612E+06   0.237612E+06   0.316796E+06   0.316794E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604494E+00   0.236535E+06   0.236535E+06   0.144857E+01
   0.416372E-04   0.237612E+06   0.237612E+06   0.316795E+06   0.316793E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604494E+00   0.236535E+06   0.236535E+06   0.149767E+01
   0.430485E-04   0.237612E+06   0.237612E+06   0.316793E+06   0.316791E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604493E+00   0.236535E+06   0.236535E+06   0.154843E+01
   0.445076E-04   0.237612E+06   0.237612E+06   0.316792E+06   0.316789E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604493E+00   0.236535E+06   0.236535E+06   0.160092E+01
   0.460162E-04   0.237612E+06   0.237611E+06   0.316790E+06   0.316787E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604493E+00   0.236535E+06   0.236535E+06   0.165518E+01
   0.475759E-04   0.237612E+06   0.237611E+06   0.316788E+06   0.316785E+06   0.000000E+00   0.237612E+06   0.237612E+06   0.246867E+06  -0.604492E+00   0.236535E+06   0.236535E+06   0.171128E+01
   0.491885E-04   0.237611E+06   0.237611E+06   0.316786E+06   0.316783E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246866E+06  -0.604492E+00   0.236535E+06   0.236535E+06   0.176928E+01
   0.508558E-04   0.237611E+06   0.237611E+06   0.316784E+06   0.316781E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246866E+06  -0.604492E+00   0.236534E+06   0.236534E+06   0.182925E+01
   0.525795E-04   0.237611E+06   0.237611E+06   0.316782E+06   0.316778E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246866E+06  -0.604491E+00   0.236534E+06   0.236534E+06   0.189125E+01
   0.543617E-04   0.237611E+06   0.237611E+06   0.316779E+06   0.316775E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246866E+06  -0.604491E+00   0.236534E+06   0.236534E+06   0.195536E+01
   0.562043E-04   0.237611E+06   0.237611E+06   0.316777E+06   0.316772E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246866E+06  -0.604490E+00   0.236534E+06   0.236534E+06   0.202163E+01
   0.581093E-04   0.237611E+06   0.237611E+06   0.316774E+06   0.316769E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246865E+06  -0.604490E+00   0.236534E+06   0.236534E+06   0.209015E+01
   0.600790E-04   0.237611E+06   0.237611E+06   0.316771E+06   0.316766E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246865E+06  -0.604489E+00   0.236534E+06   0.236534E+06   0.216100E+01
   0.621154E-04   0.237611E+06   0.237610E+06   0.316768E+06   0.316763E+06   0.000000E+00   0.237611E+06   0.237611E+06   0.246865E+06  -0.604488E+00   0.236534E+06   0.236534E+06   0.223424E+01
   0.642208E-04   0.237611E+06   0.237610E+06   0.316765E+06   0.316759E+06   0.000000E+00   0.237610E+06   0.237610E+06   0.246865E+06  -0.604488E+00   0.236534E+06   0.236534E+06   0.230997E+01
