#           k/h    P           
    0.10241E-03    0.38827E-01
    0.10588E-03    0.40092E-01
    0.10947E-03    0.41399E-01
    0.11318E-03    0.42747E-01
    0.11702E-03    0.44140E-01
    0.12098E-03    0.45578E-01
    0.12508E-03    0.47063E-01
    0.12932E-03    0.48596E-01
    0.13371E-03    0.50179E-01
    0.13824E-03    0.51814E-01
    0.14293E-03    0.53502E-01
    0.14777E-03    0.55245E-01
    0.15278E-03    0.57045E-01
    0.15796E-03    0.58903E-01
    0.16331E-03    0.60822E-01
    0.16885E-03    0.62803E-01
    0.17457E-03    0.64849E-01
    0.18049E-03    0.66961E-01
    0.18660E-03    0.69143E-01
    0.19293E-03    0.71395E-01
    0.19947E-03    0.73720E-01
    0.20623E-03    0.76121E-01
    0.21322E-03    0.78601E-01
    0.22045E-03    0.81161E-01
    0.22792E-03    0.83804E-01
    0.23565E-03    0.86533E-01
    0.24363E-03    0.89352E-01
    0.25189E-03    0.92261E-01
    0.26043E-03    0.95266E-01
    0.26926E-03    0.98368E-01
    0.27838E-03    0.10157E+00
    0.28782E-03    0.10488E+00
    0.29757E-03    0.10829E+00
    0.30766E-03    0.11182E+00
    0.31809E-03    0.11546E+00
    0.32887E-03    0.11922E+00
    0.34002E-03    0.12310E+00
    0.35154E-03    0.12711E+00
    0.36346E-03    0.13124E+00
    0.37578E-03    0.13551E+00
    0.38851E-03    0.13992E+00
    0.40168E-03    0.14448E+00
    0.41530E-03    0.14918E+00
    0.42937E-03    0.15403E+00
    0.44393E-03    0.15904E+00
    0.45897E-03    0.16421E+00
    0.47453E-03    0.16956E+00
    0.49062E-03    0.17507E+00
    0.50724E-03    0.18076E+00
    0.52444E-03    0.18664E+00
    0.54221E-03    0.19270E+00
    0.56059E-03    0.19897E+00
    0.57959E-03    0.20543E+00
    0.59924E-03    0.21211E+00
    0.61955E-03    0.21900E+00
    0.64055E-03    0.22611E+00
    0.66226E-03    0.23345E+00
    0.68471E-03    0.24102E+00
    0.70792E-03    0.24885E+00
    0.73191E-03    0.25692E+00
    0.75672E-03    0.26525E+00
    0.78237E-03    0.27385E+00
    0.80889E-03    0.28272E+00
    0.83631E-03    0.29188E+00
    0.86465E-03    0.30134E+00
    0.89396E-03    0.31109E+00
    0.92426E-03    0.32116E+00
    0.95559E-03    0.33154E+00
    0.98798E-03    0.34226E+00
    0.10215E-02    0.35332E+00
    0.10561E-02    0.36472E+00
    0.10919E-02    0.37649E+00
    0.11289E-02    0.38863E+00
    0.11672E-02    0.40115E+00
    0.12067E-02    0.41407E+00
    0.12476E-02    0.42739E+00
    0.12899E-02    0.44113E+00
    0.13336E-02    0.45529E+00
    0.13788E-02    0.46990E+00
    0.14256E-02    0.48496E+00
    0.14739E-02    0.50048E+00
    0.15238E-02    0.51648E+00
    0.15755E-02    0.53297E+00
    0.16289E-02    0.54996E+00
    0.16841E-02    0.56747E+00
    0.17412E-02    0.58551E+00
    0.18002E-02    0.60409E+00
    0.18612E-02    0.62322E+00
    0.19243E-02    0.64292E+00
    0.19895E-02    0.66320E+00
    0.20570E-02    0.68408E+00
    0.21267E-02    0.70556E+00
    0.21988E-02    0.72766E+00
    0.22733E-02    0.75039E+00
    0.23504E-02    0.77376E+00
    0.24300E-02    0.79779E+00
    0.25124E-02    0.82248E+00
    0.25976E-02    0.84785E+00
    0.26856E-02    0.87390E+00
    0.27766E-02    0.90065E+00
    0.28707E-02    0.92809E+00
    0.29680E-02    0.95625E+00
    0.30687E-02    0.98511E+00
    0.31727E-02    0.10147E+01
    0.32802E-02    0.10450E+01
    0.33914E-02    0.10760E+01
    0.35063E-02    0.11078E+01
    0.36252E-02    0.11402E+01
    0.37481E-02    0.11734E+01
    0.38751E-02    0.12073E+01
    0.40064E-02    0.12418E+01
    0.41422E-02    0.12771E+01
    0.42826E-02    0.13130E+01
    0.44278E-02    0.13496E+01
    0.45779E-02    0.13868E+01
    0.47331E-02    0.14245E+01
    0.48935E-02    0.14629E+01
    0.50593E-02    0.15018E+01
    0.52308E-02    0.15412E+01
    0.54081E-02    0.15810E+01
    0.55914E-02    0.16212E+01
    0.57810E-02    0.16618E+01
    0.59769E-02    0.17027E+01
    0.61795E-02    0.17438E+01
    0.63890E-02    0.17851E+01
    0.66055E-02    0.18265E+01
    0.68294E-02    0.18680E+01
    0.70609E-02    0.19093E+01
    0.73002E-02    0.19506E+01
    0.75477E-02    0.19916E+01
    0.78035E-02    0.20323E+01
    0.80680E-02    0.20725E+01
    0.83415E-02    0.21123E+01
    0.86242E-02    0.21515E+01
    0.89165E-02    0.21900E+01
    0.92187E-02    0.22276E+01
    0.95312E-02    0.22643E+01
    0.98543E-02    0.23000E+01
    0.10188E-01    0.23346E+01
    0.10534E-01    0.23679E+01
    0.10891E-01    0.23999E+01
    0.11260E-01    0.24303E+01
    0.11641E-01    0.24592E+01
    0.12036E-01    0.24864E+01
    0.12444E-01    0.25117E+01
    0.12866E-01    0.25351E+01
    0.13302E-01    0.25565E+01
    0.13753E-01    0.25756E+01
    0.14219E-01    0.25924E+01
    0.14701E-01    0.26067E+01
    0.15199E-01    0.26184E+01
    0.15714E-01    0.26274E+01
    0.16247E-01    0.26336E+01
    0.16798E-01    0.26367E+01
    0.17367E-01    0.26368E+01
    0.17956E-01    0.26336E+01
    0.18564E-01    0.26272E+01
    0.19194E-01    0.26173E+01
    0.19844E-01    0.26039E+01
    0.20517E-01    0.25871E+01
    0.21212E-01    0.25666E+01
    0.21931E-01    0.25427E+01
    0.22674E-01    0.25151E+01
    0.23443E-01    0.24841E+01
    0.24238E-01    0.24497E+01
    0.25059E-01    0.24120E+01
    0.25909E-01    0.23710E+01
    0.26787E-01    0.23271E+01
    0.27695E-01    0.22804E+01
    0.28633E-01    0.22311E+01
    0.29604E-01    0.21796E+01
    0.30607E-01    0.21261E+01
    0.31645E-01    0.20710E+01
    0.32717E-01    0.20147E+01
    0.33826E-01    0.19576E+01
    0.34973E-01    0.19001E+01
    0.36158E-01    0.18426E+01
    0.37384E-01    0.17857E+01
    0.38651E-01    0.17296E+01
    0.39961E-01    0.16749E+01
    0.41316E-01    0.16220E+01
    0.42716E-01    0.15711E+01
    0.44164E-01    0.15226E+01
    0.45661E-01    0.14767E+01
    0.47208E-01    0.14336E+01
    0.48809E-01    0.13934E+01
    0.50463E-01    0.13560E+01
    0.52173E-01    0.13214E+01
    0.53942E-01    0.12893E+01
    0.55770E-01    0.12593E+01
    0.57660E-01    0.12310E+01
    0.59615E-01    0.12039E+01
    0.61635E-01    0.11772E+01
    0.63725E-01    0.11503E+01
    0.65885E-01    0.11224E+01
    0.68118E-01    0.10928E+01
    0.70427E-01    0.10608E+01
    0.72814E-01    0.10260E+01
    0.75282E-01    0.98813E+00
    0.77833E-01    0.94716E+00
    0.80472E-01    0.90342E+00
    0.83199E-01    0.85755E+00
    0.86019E-01    0.81047E+00
    0.88935E-01    0.76334E+00
    0.91949E-01    0.71743E+00
    0.95066E-01    0.67400E+00
    0.98288E-01    0.63419E+00
    0.10162E+00    0.59884E+00
    0.10506E+00    0.56844E+00
    0.10863E+00    0.54301E+00
    0.11231E+00    0.52210E+00
    0.11611E+00    0.50477E+00
    0.12005E+00    0.48968E+00
    0.12412E+00    0.47523E+00
    0.12833E+00    0.45981E+00
    0.13268E+00    0.44208E+00
    0.13717E+00    0.42129E+00
    0.14182E+00    0.39749E+00
    0.14663E+00    0.37158E+00
    0.15160E+00    0.34512E+00
    0.15674E+00    0.31995E+00
    0.16205E+00    0.29768E+00
    0.16754E+00    0.27931E+00
    0.17322E+00    0.26498E+00
    0.17909E+00    0.25389E+00
    0.18516E+00    0.24454E+00
    0.19144E+00    0.23514E+00
    0.19793E+00    0.22421E+00
    0.20464E+00    0.21118E+00
    0.21157E+00    0.19660E+00
    0.21874E+00    0.18189E+00
    0.22616E+00    0.16862E+00
    0.23382E+00    0.15779E+00
    0.24175E+00    0.14937E+00
    0.24994E+00    0.14242E+00
    0.25842E+00    0.13556E+00
    0.26718E+00    0.12783E+00
    0.27623E+00    0.11920E+00
    0.28559E+00    0.11051E+00
    0.29527E+00    0.10278E+00
    0.30528E+00    0.96454E-01
    0.31563E+00    0.91129E-01
    0.32633E+00    0.85989E-01
    0.33739E+00    0.80517E-01
    0.34883E+00    0.74887E-01
    0.36065E+00    0.69670E-01
    0.37287E+00    0.65185E-01
    0.38551E+00    0.61214E-01
    0.39858E+00    0.57339E-01
    0.41209E+00    0.53435E-01
    0.42606E+00    0.49731E-01
    0.44050E+00    0.46419E-01
    0.45543E+00    0.43403E-01
    0.47087E+00    0.40498E-01
    0.48683E+00    0.37697E-01
    0.50333E+00    0.35109E-01
    0.52039E+00    0.32739E-01
    0.53802E+00    0.30500E-01
    0.55626E+00    0.28376E-01
    0.57512E+00    0.26407E-01
    0.59461E+00    0.24578E-01
    0.61476E+00    0.22858E-01
    0.63560E+00    0.21249E-01
    0.65715E+00    0.19754E-01
    0.67942E+00    0.18356E-01
    0.70245E+00    0.17051E-01
    0.72626E+00    0.15836E-01
    0.75087E+00    0.14703E-01
    0.77633E+00    0.13647E-01
    0.80264E+00    0.12664E-01
    0.82984E+00    0.11748E-01
    0.85797E+00    0.10895E-01
    0.88705E+00    0.10102E-01
    0.91712E+00    0.93635E-02
    0.94821E+00    0.86773E-02
    0.98035E+00    0.80394E-02
    0.10136E+01    0.74466E-02
    0.10479E+01    0.68958E-02
    0.10834E+01    0.63842E-02
    0.11202E+01    0.59091E-02
    0.11581E+01    0.54681E-02
    0.11974E+01    0.50589E-02
    0.12380E+01    0.46793E-02
    0.12799E+01    0.43273E-02
    0.13233E+01    0.40008E-02
    0.13682E+01    0.36981E-02
    0.14146E+01    0.34177E-02
    0.14625E+01    0.31579E-02
    0.15121E+01    0.29172E-02
    0.15633E+01    0.26943E-02
    0.16163E+01    0.24880E-02
    0.16711E+01    0.22970E-02
    0.17277E+01    0.21203E-02
    0.17863E+01    0.19568E-02
    0.18469E+01    0.18055E-02
    0.19095E+01    0.16657E-02
    0.19742E+01    0.15364E-02
    0.20411E+01    0.14169E-02
    0.21103E+01    0.13064E-02
    0.21818E+01    0.12044E-02
    0.22558E+01    0.11101E-02
    0.23322E+01    0.10231E-02
    0.24113E+01    0.94267E-03
    0.24930E+01    0.86846E-03
    0.25775E+01    0.79996E-03
    0.26649E+01    0.73675E-03
    0.27552E+01    0.67842E-03
    0.28486E+01    0.62462E-03
    0.29451E+01    0.57500E-03
    0.30449E+01    0.52923E-03
    0.31482E+01    0.48704E-03
    0.32549E+01    0.44815E-03
    0.33652E+01    0.41230E-03
    0.34792E+01    0.37927E-03
    0.35972E+01    0.34883E-03
    0.37191E+01    0.32080E-03
    0.38452E+01    0.29497E-03
    0.39755E+01    0.27119E-03
    0.41102E+01    0.24929E-03
    0.42496E+01    0.22913E-03
    0.43936E+01    0.21058E-03
    0.45425E+01    0.19350E-03
    0.46965E+01    0.17778E-03
    0.48557E+01    0.16332E-03
    0.50203E+01    0.15002E-03
    0.51904E+01    0.13779E-03
    0.53664E+01    0.12654E-03
    0.55483E+01    0.11619E-03
    0.57363E+01    0.10667E-03
    0.59307E+01    0.97929E-04
    0.61318E+01    0.89890E-04
    0.63396E+01    0.82502E-04
    0.65545E+01    0.75713E-04
    0.67767E+01    0.69475E-04
    0.70063E+01    0.63744E-04
    0.72438E+01    0.58479E-04
    0.74894E+01    0.53644E-04
    0.77432E+01    0.49203E-04
    0.80057E+01    0.45125E-04
    0.82770E+01    0.41381E-04
    0.85576E+01    0.37944E-04
    0.88476E+01    0.34789E-04
    0.91475E+01    0.31894E-04
    0.94576E+01    0.29236E-04
    0.97781E+01    0.26797E-04
    0.10110E+02    0.24560E-04
    0.10452E+02    0.22507E-04
    0.10807E+02    0.20624E-04
    0.11173E+02    0.18896E-04
    0.11552E+02    0.17312E-04
    0.11943E+02    0.15859E-04
    0.12348E+02    0.14527E-04
    0.12766E+02    0.13306E-04
    0.13199E+02    0.12186E-04
    0.13647E+02    0.11160E-04
    0.14109E+02    0.10219E-04
    0.14587E+02    0.93565E-05
    0.15082E+02    0.85662E-05
    0.15593E+02    0.78421E-05
    0.16121E+02    0.71786E-05
    0.16668E+02    0.65707E-05
    0.17233E+02    0.60138E-05
    0.17817E+02    0.55037E-05
    0.18421E+02    0.50365E-05
    0.19045E+02    0.46086E-05
    0.19691E+02    0.42167E-05
    0.20358E+02    0.38579E-05
    0.21048E+02    0.35293E-05
    0.21762E+02    0.32285E-05
    0.22499E+02    0.29531E-05
    0.23262E+02    0.27010E-05
    0.24050E+02    0.24703E-05
    0.24866E+02    0.22591E-05
    0.25708E+02    0.20658E-05
    0.26580E+02    0.18889E-05
    0.27481E+02    0.17271E-05
    0.28412E+02    0.15790E-05
    0.29375E+02    0.14435E-05
    0.30371E+02    0.13196E-05
    0.31400E+02    0.12062E-05
    0.32465E+02    0.11025E-05
    0.33565E+02    0.10076E-05
    0.34703E+02    0.92086E-06
    0.35879E+02    0.84152E-06
    0.37095E+02    0.76896E-06
    0.38352E+02    0.70262E-06
    0.39652E+02    0.64196E-06
    0.40996E+02    0.58651E-06
    0.42386E+02    0.53581E-06
    0.43823E+02    0.48946E-06
    0.45308E+02    0.44709E-06
    0.46844E+02    0.40837E-06
    0.48432E+02    0.37298E-06
    0.50073E+02    0.34064E-06
