#           k/h    P           
    0.54502E-05    0.23108E-02
    0.56350E-05    0.23861E-02
    0.58260E-05    0.24638E-02
    0.60234E-05    0.25441E-02
    0.62276E-05    0.26270E-02
    0.64387E-05    0.27126E-02
    0.66569E-05    0.28010E-02
    0.68826E-05    0.28923E-02
    0.71159E-05    0.29865E-02
    0.73571E-05    0.30838E-02
    0.76064E-05    0.31843E-02
    0.78642E-05    0.32880E-02
    0.81308E-05    0.33952E-02
    0.84064E-05    0.35058E-02
    0.86913E-05    0.36200E-02
    0.89859E-05    0.37380E-02
    0.92905E-05    0.38598E-02
    0.96054E-05    0.39855E-02
    0.99310E-05    0.41154E-02
    0.10268E-04    0.42495E-02
    0.10616E-04    0.43880E-02
    0.10975E-04    0.45309E-02
    0.11347E-04    0.46786E-02
    0.11732E-04    0.48310E-02
    0.12130E-04    0.49884E-02
    0.12541E-04    0.51509E-02
    0.12966E-04    0.53188E-02
    0.13405E-04    0.54921E-02
    0.13860E-04    0.56710E-02
    0.14330E-04    0.58558E-02
    0.14815E-04    0.60466E-02
    0.15317E-04    0.62436E-02
    0.15837E-04    0.64470E-02
    0.16373E-04    0.66571E-02
    0.16928E-04    0.68740E-02
    0.17502E-04    0.70980E-02
    0.18095E-04    0.73293E-02
    0.18709E-04    0.75681E-02
    0.19343E-04    0.78147E-02
    0.19999E-04    0.80693E-02
    0.20676E-04    0.83322E-02
    0.21377E-04    0.86037E-02
    0.22102E-04    0.88840E-02
    0.22851E-04    0.91735E-02
    0.23625E-04    0.94724E-02
    0.24426E-04    0.97810E-02
    0.25254E-04    0.10100E-01
    0.26110E-04    0.10429E-01
    0.26995E-04    0.10769E-01
    0.27910E-04    0.11119E-01
    0.28856E-04    0.11482E-01
    0.29834E-04    0.11856E-01
    0.30846E-04    0.12242E-01
    0.31891E-04    0.12641E-01
    0.32972E-04    0.13053E-01
    0.34090E-04    0.13478E-01
    0.35245E-04    0.13917E-01
    0.36440E-04    0.14371E-01
    0.37675E-04    0.14839E-01
    0.38952E-04    0.15323E-01
    0.40272E-04    0.15822E-01
    0.41637E-04    0.16337E-01
    0.43048E-04    0.16870E-01
    0.44508E-04    0.17419E-01
    0.46016E-04    0.17987E-01
    0.47576E-04    0.18573E-01
    0.49188E-04    0.19178E-01
    0.50856E-04    0.19803E-01
    0.52580E-04    0.20448E-01
    0.54362E-04    0.21114E-01
    0.56204E-04    0.21802E-01
    0.58109E-04    0.22513E-01
    0.60079E-04    0.23246E-01
    0.62115E-04    0.24004E-01
    0.64221E-04    0.24786E-01
    0.66398E-04    0.25593E-01
    0.68648E-04    0.26427E-01
    0.70975E-04    0.27288E-01
    0.73381E-04    0.28177E-01
    0.75868E-04    0.29095E-01
    0.78439E-04    0.30043E-01
    0.81098E-04    0.31022E-01
    0.83847E-04    0.32033E-01
    0.86689E-04    0.33077E-01
    0.89627E-04    0.34154E-01
    0.92665E-04    0.35267E-01
    0.95806E-04    0.36416E-01
    0.99053E-04    0.37602E-01
