1.738211176698623711e-02 1.441616402444927371e+04 -4.362581480213753338e+01 -6.793823391343554249e+03 1.300000000000000000e+01
2.945141047864370532e-02 1.171012503119197208e+04 5.809623762243149940e+02 2.720870398348788967e+03 3.300000000000000000e+01
4.189043332923508833e-02 8.900843787969133700e+03 1.809386936145469065e+02 -1.096995664430577108e+03 7.900000000000000000e+01
5.436837454080618165e-02 6.835800736174618578e+03 -5.727506091867452369e+02 -9.117869210560211002e+01 1.170000000000000000e+02
6.709179269147286240e-02 5.836871346362209806e+03 -2.606084120457120434e+02 -3.126381514662941896e+01 2.050000000000000000e+02
7.906028830909658800e-02 4.963893951558676235e+03 -1.532671816199975297e+02 8.804783633650069987e+02 2.350000000000000000e+02
9.134212272608749350e-02 3.943025605746269321e+03 6.411292952185785765e+00 -3.091128554490235274e+02 3.690000000000000000e+02
1.036762715188662420e-01 3.014562437167528515e+03 -1.277519436283387932e+02 -3.158885795897642765e+02 4.330000000000000000e+02
1.161203601746208930e-01 2.801047820054783642e+03 -9.590149377878139703e+00 -3.510035305791686255e+02 5.850000000000000000e+02
1.284418909099373229e-01 2.620608883150722704e+03 6.406346429993273262e+01 7.363604495661654710e+02 6.790000000000000000e+02
1.405592364589596799e-01 2.157840230347519991e+03 4.306946943355548285e+01 -1.787122563487174887e+02 8.130000000000000000e+02
1.528879085095380397e-01 1.907096466752515653e+03 -1.225686305211023210e+02 -1.787851621771095267e+02 9.850000000000000000e+02
1.654374794108308400e-01 1.672882248340210253e+03 -1.035847724116577666e+02 1.701640104840598724e+02 1.183000000000000000e+03
1.776729418071751887e-01 1.481424395284342381e+03 -5.977588352094065272e+01 1.244496776612623279e+02 1.269000000000000000e+03
1.898591753287150741e-01 1.445705154736701388e+03 4.882410394048651625e+01 -1.387305113153865079e+02 1.537000000000000000e+03
2.021021560467512468e-01 1.336825098313132912e+03 -8.888179226903969266e+01 6.588527861994373325e+01 1.653000000000000000e+03
2.143703992684685700e-01 1.144856599660790607e+03 -3.470287975033826910e+01 -1.705966039309465430e+02 1.963000000000000000e+03
2.266685712461119495e-01 1.043766641113843207e+03 -5.663555460811430464e+01 1.009316801307155771e+02 2.121000000000000000e+03
2.389979817456025779e-01 9.786026818405646281e+02 -1.547019819346686909e+01 -1.056684751607928341e+01 2.413000000000000000e+03
2.513314966973230202e-01 9.198091767638217107e+02 -1.118752003386860672e+01 -2.229740211994764820e+01 2.635000000000000000e+03
2.635743753250157639e-01 8.852674145566826382e+02 -2.198075656486378193e+01 -4.399597275776437222e+00 2.877000000000000000e+03
2.757713982113569329e-01 8.225378381512138048e+02 -7.733368046388191530e+00 2.546247766705541871e+00 3.169000000000000000e+03
2.881120265131774105e-01 7.851703098516924229e+02 -4.240707344344741614e+01 1.056182799508499492e+01 3.507000000000000000e+03
3.003642723148961524e-01 7.133410541503142213e+02 2.541283000670966796e+00 -3.645682953187327602e+00 3.685000000000000000e+03
3.126284265724824651e-01 6.758067413401590784e+02 6.615162155524502374e+00 -3.932939141426502516e+01 4.165000000000000000e+03
3.249982751341953802e-01 6.412954743271956204e+02 -1.168657986698370976e+01 -2.747884599384800008e+00 4.377000000000000000e+03
3.373428995657114515e-01 6.178783967041049436e+02 -2.070893830839719385e+01 -1.953525297064013699e+01 4.855000000000000000e+03
3.495635182377118122e-01 5.661189631366420372e+02 -6.506351643839471066e+00 4.797193176554533522e+01 4.929000000000000000e+03
3.617878302046586003e-01 5.465345447158543948e+02 2.819796714055381237e+00 -7.685689419339488460e+00 5.581000000000000000e+03
3.739857006525697525e-01 5.268005152936797231e+02 8.001931572053301522e+00 1.663211453038425347e+01 5.679000000000000000e+03
3.863066149710030484e-01 5.091581150304550079e+02 8.708452881235839271e+00 3.564594893863910130e+01 6.385000000000000000e+03
3.986206514546336566e-01 4.926293022431842701e+02 -2.312958948815069959e+01 3.463073712074653532e+00 6.553000000000000000e+03
4.109256450409854988e-01 4.595782165349511388e+02 2.157372543221979200e+01 -3.304846779728705997e+00 7.125000000000000000e+03
4.232245526996682439e-01 4.521356257196324009e+02 1.469881009284369000e+01 8.534608735501819865e+00 7.447000000000000000e+03
4.354883361750296888e-01 4.320606209021647715e+02 -8.286657853179441702e+00 -1.041416630479735694e+01 7.929000000000000000e+03
4.477773490403011425e-01 4.223885227776703459e+02 -1.558736384586675960e+01 2.560496857893677980e+00 8.353000000000000000e+03
4.599885758528930446e-01 4.121192910574930011e+02 -1.606070457987227140e+00 1.866721351052880351e+01 8.775000000000000000e+03
4.722481609019255622e-01 3.948434130986922241e+02 8.678279097208418946e+00 3.754012848094820498e+00 9.313000000000000000e+03
4.845422928593006162e-01 3.869809334801611840e+02 1.121132397388940216e+00 1.930624526707483213e+01 9.841000000000000000e+03
4.967758314204989145e-01 3.749212875784734251e+02 7.015754587661598984e-01 1.732080131749434670e+01 1.019100000000000000e+04
5.090496585712509514e-01 3.612442111470066948e+02 9.328646281327307221e+00 1.183160598572313482e+01 1.089700000000000000e+04
5.213393302533125828e-01 3.494265159624993089e+02 -6.173499314773627233e+00 2.002301117240161688e+00 1.130100000000000000e+04
5.336764342072569667e-01 3.435184102697458002e+02 8.377934297947202680e+00 2.589279976966563268e+01 1.202500000000000000e+04
5.460018906414875195e-01 3.322479803376760970e+02 1.985937981322333901e+00 1.128739609387315745e+01 1.242300000000000000e+04
5.582746664676744297e-01 3.193916770251478283e+02 2.057364427649021721e+00 6.244539337172974047e-01 1.302100000000000000e+04
5.704836467567014902e-01 3.152290798514964081e+02 -1.190668290699631449e+01 6.530894054569954754e+00 1.340500000000000000e+04
5.827050477421528152e-01 3.110345170268662969e+02 -8.802306284514475720e+00 7.361357101422462357e+00 1.424700000000000000e+04
5.949966092592182676e-01 2.973671705371328926e+02 -4.869132741211177340e+00 2.557888839269280901e+00 1.471300000000000000e+04
6.072810794928119593e-01 2.959774176752779908e+02 -5.873863389063957108e+00 1.048557849638099881e+01 1.548900000000000000e+04
