#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.052849924075e-05      -1.599876076942e-05      -1.199912160754e-05      -1.199912204542e-05      -1.231990562518e-05      -1.208168825712e-05       6.099478811021e-01       5.984289706547e-01 
       1.325459524223e-05      -2.535625816844e-05      -1.901732180894e-05      -1.901732290883e-05      -1.952571277264e-05      -1.914817955101e-05       6.099476654289e-01       5.984287937631e-01 
       1.668654677350e-05      -4.018679245065e-05      -3.014041631753e-05      -3.014041908033e-05      -3.094611797195e-05      -3.034780791950e-05       6.099473940148e-01       5.984285879604e-01 
       2.100711776825e-05      -6.369135484433e-05      -4.776932490701e-05      -4.776933184682e-05      -4.904616623618e-05      -4.809800856420e-05       6.099469970826e-01       5.984282949080e-01 
       2.644639438700e-05      -1.009429300336e-04      -7.570922906167e-05      -7.570924649417e-05      -7.773261029328e-05      -7.623013266930e-05       6.099463048267e-01       5.984277689534e-01 
       3.329403794412e-05      -1.599810827415e-04      -1.199909150100e-04      -1.199909587972e-04      -1.231970650146e-04      -1.208164290584e-04       6.099451894546e-01       5.984269133597e-01 
       4.191471042909e-05      -2.535462034407e-04      -1.901724704632e-04      -1.901725804528e-04      -1.952521348464e-04      -1.914806650187e-04       6.099434348794e-01       5.984255731747e-01 
       5.276749408718e-05      -4.018267574475e-04      -3.014022645416e-04      -3.014025408203e-04      -3.094486170711e-04      -3.034752187226e-04       6.099406524698e-01       5.984234466818e-01 
       6.643033922305e-05      -6.368100585046e-04      -4.776884152643e-04      -4.776891092433e-04      -4.904300405693e-04      -4.809728354405e-04       6.099362427912e-01       5.984200762183e-01 
       8.363084216200e-05      -1.009169340578e-03      -7.570801354185e-04      -7.570818786081e-04      -7.772466612001e-04      -7.622831020022e-04       6.099292513369e-01       5.984147320269e-01 
       1.052849924075e-04      -1.599157935299e-03      -1.199878651992e-03      -1.199883030667e-03      -1.231771145580e-03      -1.208118548106e-03       6.099181777530e-01       5.984062697115e-01 
       1.325459524223e-04      -2.533822253290e-03      -1.901648101305e-03      -1.901659099846e-03      -1.952020255151e-03      -1.914691759669e-03       6.099006265174e-01       5.983928552501e-01 
       1.668654677350e-04      -4.014149496164e-03      -3.013830265828e-03      -3.013857892581e-03      -3.093227661186e-03      -3.034463654817e-03       6.098728176782e-01       5.983716011132e-01 
       2.100711776825e-04      -6.357759771094e-03      -4.776400984650e-03      -4.776470378987e-03      -4.901139798271e-03      -4.809003741760e-03       6.098287514339e-01       5.983379192794e-01 
       2.644639438700e-04      -1.006573166515e-02      -7.569587932509e-03      -7.569762238307e-03      -7.764529986471e-03      -7.621011435162e-03       6.097589404261e-01       5.982845520605e-01 
