#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.052849924075e-05      -7.959844678639e-04      -5.971609545702e-04      -5.971609780153e-04      -5.971680647937e-04      -5.972299401293e-04       5.742545302977e-01       5.740486308293e-01 
       1.077373949229e-05      -8.334866584790e-04      -6.253042487960e-04      -6.253042745029e-04      -6.253116851659e-04      -6.253764821434e-04       5.742544923307e-01       5.740485969087e-01 
       1.102469212312e-05      -8.727551928301e-04      -6.547739070966e-04      -6.547739352835e-04      -6.547816841208e-04      -6.548495409695e-04       5.742544651513e-01       5.740485739777e-01 
       1.128149019164e-05      -9.138731657657e-04      -6.856324056235e-04      -6.856324365298e-04      -6.856405384097e-04      -6.857115999220e-04       5.742544203983e-01       5.740485336389e-01 
       1.154426985559e-05      -9.569276637940e-04      -7.179452290759e-04      -7.179452629638e-04      -7.179537333527e-04      -7.180281512047e-04       5.742543841171e-01       5.740485020061e-01 
       1.181317044422e-05      -1.002009835807e-03      -7.517809254894e-04      -7.517809626466e-04      -7.517898176268e-04      -7.518677507057e-04       5.742543611318e-01       5.740484838669e-01 
       1.208833453219e-05      -1.049215024972e-03      -7.872112064007e-04      -7.872112471423e-04      -7.872205034294e-04      -7.873021181724e-04       5.742543072065e-01       5.740484350036e-01 
       1.236990801514e-05      -1.098643200068e-03      -8.243112722620e-04      -8.243113169346e-04      -8.243209918969e-04      -8.244064626650e-04       5.742542602163e-01       5.740483933807e-01 
       1.265804018705e-05      -1.150398966308e-03      -8.631598227045e-04      -8.631598716865e-04      -8.631699833618e-04      -8.632594928158e-04       5.742542226046e-01       5.740483613234e-01 
       1.295288381942e-05      -1.204591804565e-03      -9.038392374889e-04      -9.038392911963e-04      -9.038498583085e-04      -9.039435978053e-04       5.742541786690e-01       5.740483232467e-01 
       1.325459524223e-05      -1.261336356464e-03      -9.464357930372e-04      -9.464358519265e-04      -9.464468939019e-04      -9.465450639148e-04       5.742541231871e-01       5.740482738915e-01 
       1.356333442690e-05      -1.320752676657e-03      -9.910398539785e-04      -9.910399185490e-04      -9.910514555346e-04      -9.911542660931e-04       5.742540647003e-01       5.740482218405e-01 
       1.387926507100e-05      -1.382966509571e-03      -1.037746083773e-03      -1.037746154572e-03      -1.037758207448e-03      -1.037865878605e-03       5.742540319064e-01       5.740481957278e-01 
       1.420255468516e-05      -1.448109313209e-03      -1.086653464591e-03      -1.086653542221e-03      -1.086666132616e-03      -1.086778894914e-03       5.742539755131e-01       5.740481463611e-01 
       1.453337468181e-05      -1.516318826207e-03      -1.137865727111e-03      -1.137865812231e-03      -1.137878962532e-03      -1.137997057522e-03       5.742538944232e-01       5.740480726359e-01 
       1.487190046609e-05      -1.587739419584e-03      -1.191491617676e-03      -1.191491711006e-03      -1.191505444373e-03      -1.191629125159e-03       5.742538488627e-01       5.740480347577e-01 
       1.521831152885e-05      -1.662521878368e-03      -1.247644737308e-03      -1.247644839643e-03      -1.247659180015e-03      -1.247788711784e-03       5.742537669641e-01       5.740479609664e-01 
       1.557279154181e-05      -1.740824426547e-03      -1.306444317060e-03      -1.306444429267e-03      -1.306459401372e-03      -1.306595062008e-03       5.742537070441e-01       5.740479094830e-01 
       1.593552845499e-05      -1.822812417286e-03      -1.368014987904e-03      -1.368015110934e-03      -1.368030740288e-03      -1.368172820971e-03       5.742536286714e-01       5.740478399243e-01 
       1.630671459628e-05      -1.908659147311e-03      -1.432487398433e-03      -1.432487533333e-03      -1.432503846244e-03      -1.432652652106e-03       5.742535539274e-01       5.740477744415e-01 
       1.668654677350e-05      -1.998545954449e-03      -1.499998293151e-03      -1.499998441066e-03      -1.500015464635e-03      -1.500171315433e-03       5.742534785956e-01       5.740477088398e-01 
       1.707522637868e-05      -2.092662661675e-03      -1.570690852151e-03      -1.570691014334e-03      -1.570708776442e-03      -1.570872007277e-03       5.742533955305e-01       5.740476359053e-01 
       1.747295949491e-05      -2.191208013111e-03      -1.644715024551e-03      -1.644715202380e-03      -1.644733731683e-03      -1.644904693741e-03       5.742533063030e-01       5.740475573016e-01 
       1.787995700555e-05      -2.294390053675e-03      -1.722227820067e-03      -1.722228015053e-03      -1.722247340962e-03      -1.722426402310e-03       5.742532101437e-01       5.740474723164e-01 
       1.829643470606e-05      -2.402426628538e-03      -1.803393695195e-03      -1.803393908988e-03      -1.803414061653e-03      -1.803601608064e-03       5.742531209727e-01       5.740473947464e-01 
       1.872261341843e-05      -2.515545661412e-03      -1.888384765795e-03      -1.888385000213e-03      -1.888406010486e-03      -1.888602446305e-03       5.742530237468e-01       5.740473097463e-01 
       1.915871910827e-05      -2.633985849028e-03      -1.977381342800e-03      -1.977381599832e-03      -1.977403499243e-03      -1.977609248299e-03       5.742529291079e-01       5.740472278687e-01 
       1.960498300456e-05      -2.757996930530e-03      -2.070572141245e-03      -2.070572423072e-03      -2.070595243774e-03      -2.070810750341e-03       5.742528208856e-01       5.740471330401e-01 
       2.006164172235e-05      -2.887840428732e-03      -2.168154852235e-03      -2.168155161249e-03      -2.168178935972e-03      -2.168404665781e-03       5.742527064138e-01       5.740470325732e-01 
       2.052893738813e-05      -3.023790063232e-03      -2.270336461748e-03      -2.270336800567e-03      -2.270361562553e-03      -2.270598003851e-03       5.742525866260e-01       5.740469274289e-01 
       2.100711776825e-05      -3.166132326328e-03      -2.377333699443e-03      -2.377334070948e-03      -2.377359853873e-03      -2.377607518537e-03       5.742524600213e-01       5.740468162037e-01 
       2.149643640026e-05      -3.315167116880e-03      -2.489373528978e-03      -2.489373936326e-03      -2.489400774214e-03      -2.489660198930e-03       5.742523291814e-01       5.740467014731e-01 
       2.199715272740e-05      -3.471208258626e-03      -2.606693555516e-03      -2.606694002159e-03      -2.606721929278e-03      -2.606993676768e-03       5.742521848079e-01       5.740465739699e-01 
       2.250953223607e-05      -3.634584410630e-03      -2.729542726620e-03      -2.729543216344e-03      -2.729572267087e-03      -2.729856927425e-03       5.742520489904e-01       5.740464557392e-01 
       2.303384659669e-05      -3.805639282266e-03      -2.858181508804e-03      -2.858182045774e-03      -2.858212254520e-03      -2.858510446474e-03       5.742518982844e-01       5.740463235436e-01 
       2.357037380767e-05      -3.984732790666e-03      -2.992882792588e-03      -2.992883381348e-03      -2.992914782304e-03      -2.993227154797e-03       5.742517404489e-01       5.740461849701e-01 
       2.411939834282e-05      -4.172241630268e-03      -3.133932323783e-03      -3.133932969346e-03      -3.133965596367e-03      -3.134292829986e-03       5.742515818868e-01       5.740460467354e-01 
       2.468121130224e-05      -4.368559818180e-03      -3.281629166054e-03      -3.281629873879e-03      -3.281663760260e-03      -3.282006568842e-03       5.742514015672e-01       5.740458875494e-01 
       2.525611056658e-05      -4.574100041538e-03      -3.436286710586e-03      -3.436287486695e-03      -3.436322664938e-03      -3.436681797275e-03       5.742512201441e-01       5.740457283578e-01 
       2.584440095505e-05      -4.789293993038e-03      -3.598232991411e-03      -3.598233842380e-03      -3.598270343927e-03      -3.598646585526e-03       5.742510356596e-01       5.740455671347e-01 
       2.644639438700e-05      -5.014593356340e-03      -3.767811441643e-03      -3.767812374686e-03      -3.767850229622e-03      -3.768244404564e-03       5.742508375316e-01       5.740453932334e-01 
       2.706241004731e-05      -5.250470903597e-03      -3.945381748032e-03      -3.945382771089e-03      -3.945422007802e-03      -3.945834980720e-03       5.742506255036e-01       5.740452067473e-01 
       2.769277455564e-05      -5.497421466686e-03      -4.131320658895e-03      -4.131321780620e-03      -4.131362425423e-03      -4.131795103593e-03       5.742504157389e-01       5.740450236305e-01 
       2.833782213959e-05      -5.755962486356e-03      -4.326022401069e-03      -4.326023630984e-03      -4.326065707683e-03      -4.326519043182e-03       5.742501850600e-01       5.740448208388e-01 
       2.899789481195e-05      -6.026635696906e-03      -4.529900014703e-03      -4.529901363273e-03      -4.529944892693e-03      -4.530419884733e-03       5.742499430387e-01       5.740446081116e-01 
       2.967334255196e-05      -6.310007887979e-03      -4.743385996864e-03      -4.743387475496e-03      -4.743432474941e-03      -4.743930172318e-03       5.742496969007e-01       5.740443925687e-01 
       3.036452349096e-05      -6.606671887928e-03      -4.966933070757e-03      -4.966934691995e-03      -4.966981174647e-03      -4.967502678291e-03       5.742494351844e-01       5.740441628819e-01 
       3.107180410225e-05      -6.917248099454e-03      -5.201015421946e-03      -5.201017199557e-03      -5.201065173811e-03      -5.201611639519e-03       5.742491615526e-01       5.740439228078e-01 
       3.179555939535e-05      -7.242385528213e-03      -5.446129549395e-03      -5.446131498456e-03      -5.446180967166e-03      -5.446753608480e-03       5.742488757800e-01       5.740436721691e-01 
       3.253617311491e-05      -7.582763099440e-03      -5.702795323933e-03      -5.702797460984e-03      -5.702848420632e-03      -5.703448511870e-03       5.742485749721e-01       5.740434081904e-01 
       3.329403794412e-05      -7.939091073929e-03      -5.971557156139e-03      -5.971559499300e-03      -5.971611939070e-03      -5.972240818537e-03       5.742482604024e-01       5.740431321313e-01 
       3.406955571295e-05      -8.312112405466e-03      -6.252985096962e-03      -6.252987666105e-03      -6.253041566847e-03      -6.253700640236e-03       5.742479317049e-01       5.740428437127e-01 
       3.486313761118e-05      -8.702604195586e-03      -6.547676034275e-03      -6.547678851209e-03      -6.547734184293e-03      -6.548424928271e-03       5.742475860953e-01       5.740425403238e-01 
       3.567520440644e-05      -9.111379292525e-03      -6.856255033689e-03      -6.856258122306e-03      -6.856314848351e-03      -6.857038814366e-03       5.742472252202e-01       5.740422236566e-01 
       3.650618666729e-05      -9.539287780044e-03      -7.179376570799e-03      -7.179379957278e-03      -7.179438024731e-03      -7.180196843040e-03       5.742468466961e-01       5.740418913986e-01 
       3.735652499153e-05      -9.987218748628e-03      -7.517725995008e-03      -7.517729708077e-03      -7.517789051651e-03      -7.518584435578e-03       5.742464507794e-01       5.740415439248e-01 
       3.822667023980e-05      -1.045610185854e-02      -7.872020887830e-03      -7.872024958896e-03      -7.872085497829e-03      -7.872919248289e-03       5.742460329782e-01       5.740411767674e-01 
       3.911708377461e-05      -1.094690959419e-02      -8.243012844917e-03      -8.243017308626e-03      -8.243078944759e-03      -8.243952955043e-03       5.742456026523e-01       5.740407995882e-01 
       4.002823770502e-05      -1.146065830427e-02      -8.631488573915e-03      -8.631493468076e-03      -8.631556083717e-03      -8.632472344572e-03       5.742451480260e-01       5.740404005439e-01 
       4.096061513689e-05      -1.199841099885e-02      -9.038272087425e-03      -9.038277453515e-03      -9.038340909082e-03      -9.039301514111e-03       5.742446730910e-01       5.740399838130e-01 
       4.191471042909e-05      -1.256127879200e-02      -9.464226064738e-03      -9.464231948221e-03      -9.464296079637e-03      -9.465303230996e-03       5.742441714999e-01       5.740395430840e-01 
       4.289102945557e-05      -1.315042360437e-02      -9.910254066209e-03      -9.910260517114e-03      -9.910325132919e-03      -9.911381147415e-03       5.742436504952e-01       5.740390859428e-01 
       4.389008987359e-05      -1.376705965138e-02      -1.037730204194e-02      -1.037730911485e-02      -1.037737399302e-02      -1.037848130857e-02       5.742431060254e-01       5.740386082249e-01 
       4.491242139822e-05      -1.441245607987e-02      -1.086636046131e-02      -1.086636821621e-02      -1.086643310063e-02      -1.086759428309e-02       5.742425314438e-01       5.740381035349e-01 
       4.595856608316e-05      -1.508793960712e-02      -1.137846670415e-02      -1.137847520679e-02      -1.137853980338e-02      -1.137975755386e-02       5.742419325710e-01       5.740375778237e-01 
       4.702907860816e-05      -1.579489647629e-02      -1.191470689303e-02      -1.191471621537e-02      -1.191478018779e-02      -1.191605735045e-02       5.742413075877e-01       5.740370294330e-01 
       4.812452657316e-05      -1.653477524097e-02      -1.247621825267e-02      -1.247622847387e-02      -1.247629143879e-02      -1.247763100902e-02       5.742406510977e-01       5.740364531405e-01 
       4.924549079914e-05      -1.730908939112e-02      -1.306419170572e-02      -1.306420291228e-02      -1.306426443417e-02      -1.306566956745e-02       5.742399631243e-01       5.740358490885e-01 
       5.039256563619e-05      -1.811942022834e-02      -1.367987429591e-02      -1.367988658282e-02      -1.367994616818e-02      -1.368142018948e-02       5.742392434455e-01       5.740352172623e-01 
       5.156635927856e-05      -1.896741948514e-02      -1.432457178373e-02      -1.432458525516e-02      -1.432464234618e-02      -1.432618875989e-02       5.742384899737e-01       5.740345557658e-01 
       5.276749408718e-05      -1.985481239811e-02      -1.499965145899e-02      -1.499966622927e-02      -1.499972019685e-02      -1.500134269748e-02       5.742377006359e-01       5.740338627375e-01 
       5.399660691963e-05      -2.078340062898e-02      -1.570654510526e-02      -1.570656129913e-02      -1.570661143518e-02      -1.570831391876e-02       5.742368759325e-01       5.740331387740e-01 
       5.525434946779e-05      -2.175506545612e-02      -1.644675173124e-02      -1.644676948599e-02      -1.644681499493e-02      -1.644860157110e-02       5.742360075357e-01       5.740323758216e-01 
       5.654138860342e-05      -2.277177155049e-02      -1.722184141936e-02      -1.722186088539e-02      -1.722190087482e-02      -1.722377587990e-02       5.742351025534e-01       5.740315812220e-01 
       5.785840673171e-05      -2.383556932610e-02      -1.803345786015e-02      -1.803347920235e-02      -1.803351267276e-02      -1.803548068355e-02       5.742341553130e-01       5.740307495246e-01 
       5.920610215308e-05      -2.494859914873e-02      -1.888332223810e-02      -1.888334563730e-02      -1.888337147078e-02      -1.888543731944e-02       5.742331616873e-01       5.740298768912e-01 
       6.058518943351e-05      -2.611309458886e-02      -1.977323694882e-02      -1.977326260295e-02      -1.977327955062e-02      -1.977544834058e-02       5.742321212928e-01       5.740289630402e-01 
       6.199639978331e-05      -2.733138665401e-02      -2.070508936403e-02      -2.070511749051e-02      -2.070512415901e-02      -2.070740128188e-02       5.742310346753e-01       5.740280089328e-01 
       6.344048144490e-05      -2.860590642791e-02      -2.168085547756e-02      -2.168088631433e-02      -2.168088115046e-02      -2.168327230444e-02       5.742298939901e-01       5.740270068907e-01 
       6.491820008948e-05      -2.993919033716e-02      -2.270260472077e-02      -2.270263852893e-02      -2.270261980329e-02      -2.270513101253e-02       5.742287005695e-01       5.740259585835e-01 
       6.643033922305e-05      -3.133388329331e-02      -2.377250385157e-02      -2.377254091777e-02      -2.377250670643e-02      -2.377514434199e-02       5.742274508507e-01       5.740248607810e-01 
       6.797770060178e-05      -3.279274255295e-02      -2.489282177201e-02      -2.489286240891e-02      -2.489281057330e-02      -2.489558137583e-02       5.742261427883e-01       5.740237116172e-01 
       6.956110465716e-05      -3.431864319869e-02      -2.606593425833e-02      -2.606597881060e-02      -2.606590697546e-02      -2.606881807910e-02       5.742247734885e-01       5.740225086492e-01 
       7.118139093098e-05      -3.591458052077e-02      -2.729432899651e-02      -2.729437784021e-02      -2.729428336940e-02      -2.729734232785e-02       5.742233397292e-01       5.740212488961e-01 
       7.283941852047e-05      -3.758367652612e-02      -2.858061089968e-02      -2.858066444876e-02      -2.858054441844e-02      -2.858375923285e-02       5.742218385118e-01       5.740199298185e-01 
       7.453606653380e-05      -3.932918230840e-02      -2.992750759929e-02      -2.992756630584e-02      -2.992741747528e-02      -2.993079662427e-02       5.742202668476e-01       5.740185486952e-01 
       7.627223455621e-05      -4.115448440216e-02      -3.133787522312e-02      -3.133793958425e-02      -3.133775836364e-02      -3.134131083539e-02       5.742186213597e-01       5.740171026368e-01 
       7.804884312696e-05      -4.306310757886e-02      -3.281470445467e-02      -3.281477501365e-02      -3.281455742859e-02      -3.281829275586e-02       5.742168987694e-01       5.740155886203e-01 
