#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.052849924075e-05      -5.468235864593e-04      -4.101975451757e-04      -4.101975616850e-04      -4.102086505649e-04      -4.102688042334e-04       5.919762905425e-01       5.916598022967e-01 
       1.077373949229e-05      -5.725893163620e-04      -4.295295465195e-04      -4.295295646215e-04      -4.295411671495e-04      -4.296041614762e-04       5.919762655804e-01       5.916597815188e-01 
       1.102469212312e-05      -5.995688234584e-04      -4.497726239431e-04      -4.497726437914e-04      -4.497847833109e-04      -4.498507527203e-04       5.919762241099e-01       5.916597444822e-01 
       1.128149019164e-05      -6.278192809572e-04      -4.709697290805e-04      -4.709697508438e-04      -4.709824517151e-04      -4.710515370222e-04       5.919761847762e-01       5.916597097005e-01 
       1.154426985559e-05      -6.574005473121e-04      -4.931658343648e-04      -4.931658582277e-04      -4.931791458681e-04      -4.932514945842e-04       5.919761598342e-01       5.916596895560e-01 
       1.181317044422e-05      -6.883752377108e-04      -5.164079873925e-04      -5.164080135575e-04      -5.164219144810e-04      -5.164976811283e-04       5.919761100933e-01       5.916596448416e-01 
       1.208833453219e-05      -7.208090001945e-04      -5.407455186986e-04      -5.407455473876e-04      -5.407600892492e-04      -5.408394357067e-04       5.919760717984e-01       5.916596117339e-01 
       1.236990801514e-05      -7.547705059546e-04      -5.662300352188e-04      -5.662300666759e-04      -5.662452783127e-04      -5.663283741628e-04       5.919760270222e-01       5.916595725761e-01 
       1.265804018705e-05      -7.903316890814e-04      -5.929156012592e-04      -5.929156357511e-04      -5.929315472276e-04      -5.930185701304e-04       5.919759843669e-01       5.916595356291e-01 
       1.295288381942e-05      -8.275678479374e-04      -6.208588151165e-04      -6.208588529358e-04      -6.208754955880e-04      -6.209666316683e-04       5.919759390699e-01       5.916594964179e-01 
       1.325459524223e-05      -8.665578250145e-04      -6.501189452292e-04      -6.501189866975e-04      -6.501363931791e-04      -6.502318374344e-04       5.919758886309e-01       5.916594523281e-01 
       1.356333442690e-05      -9.073841962880e-04      -6.807580733687e-04      -6.807581188376e-04      -6.807763231687e-04      -6.808762798991e-04       5.919758486637e-01       5.916594190491e-01 
       1.387926507100e-05      -9.501333536246e-04      -7.128411577566e-04      -7.128412076116e-04      -7.128602452224e-04      -7.129649284746e-04       5.919757921105e-01       5.916593693894e-01 
       1.420255468516e-05      -9.948958198166e-04      -7.464362703456e-04      -7.464363250104e-04      -7.464562327931e-04      -7.465658668368e-04       5.919757360993e-01       5.916593206598e-01 
       1.453337468181e-05      -1.041766325158e-03      -7.816146563217e-04      -7.816147162607e-04      -7.816355326160e-04      -7.817503524350e-04       5.919756699631e-01       5.916592621698e-01 
       1.487190046609e-05      -1.090844095878e-03      -8.184509519463e-04      -8.184510176670e-04      -8.184727825542e-04      -8.185930343700e-04       5.919756078474e-01       5.916592079807e-01 
       1.521831152885e-05      -1.142233008625e-03      -8.570233018125e-04      -8.570233738741e-04      -8.570461288599e-04      -8.571720706751e-04       5.919755564201e-01       5.916591649816e-01 
       1.557279154181e-05      -1.196041738241e-03      -8.974134725737e-04      -8.974135515867e-04      -8.974373398926e-04      -8.975692420550e-04       5.919754815511e-01       5.916590988573e-01 
       1.593552845499e-05      -1.252384187424e-03      -9.397071763215e-04      -9.397072629573e-04      -9.397321295115e-04      -9.398702753268e-04       5.919754100477e-01       5.916590364332e-01 
       1.630671459628e-05      -1.311379540417e-03      -9.839941141963e-04      -9.839942091900e-04      -9.840202006737e-04      -9.841648870303e-04       5.919753366208e-01       5.916589725992e-01 
       1.668654677350e-05      -1.373152595213e-03      -1.030368227681e-03      -1.030368331839e-03      -1.030395496735e-03      -1.030547034767e-03       5.919752633010e-01       5.916589094064e-01 
       1.707522637868e-05      -1.437833977685e-03      -1.078927862316e-03      -1.078927976522e-03      -1.078956365159e-03      -1.079115080943e-03       5.919751786863e-01       5.916588352490e-01 
       1.747295949491e-05      -1.505560488618e-03      -1.129776031099e-03      -1.129776156322e-03      -1.129805820924e-03      -1.129972056206e-03       5.919750908302e-01       5.916587584002e-01 
       1.787995700555e-05      -1.576475353318e-03      -1.183020604705e-03      -1.183020742010e-03      -1.183051736732e-03      -1.183225849707e-03       5.919750075943e-01       5.916586867772e-01 
       1.829643470606e-05      -1.650728456116e-03      -1.238774492793e-03      -1.238774643343e-03      -1.238807024321e-03      -1.238989390423e-03       5.919749139674e-01       5.916586050980e-01 
       1.872261341843e-05      -1.728476796847e-03      -1.297155988352e-03      -1.297156153425e-03      -1.297189978803e-03      -1.297380991574e-03       5.919748266871e-01       5.916585305017e-01 
       1.915871910827e-05      -1.809884606010e-03      -1.358288860341e-03      -1.358289041338e-03      -1.358324371311e-03      -1.358524443266e-03       5.919747160077e-01       5.916584330298e-01 
       1.960498300456e-05      -1.895123989063e-03      -1.422302840880e-03      -1.422303039339e-03      -1.422339936176e-03      -1.422549499769e-03       5.919746103677e-01       5.916583412779e-01 
       2.006164172235e-05      -1.984375003332e-03      -1.489333690118e-03      -1.489333907721e-03      -1.489372435794e-03      -1.489591944387e-03       5.919745007063e-01       5.916582461137e-01 
       2.052893738813e-05      -2.077826153239e-03      -1.559523571225e-03      -1.559523809818e-03      -1.559564035617e-03      -1.559793964519e-03       5.919743805218e-01       5.916581410668e-01 
       2.100711776825e-05      -2.175674836922e-03      -1.633021394327e-03      -1.633021655936e-03      -1.633063648086e-03      -1.633304495647e-03       5.919742619633e-01       5.916580384673e-01 
       2.149643640026e-05      -2.278127625726e-03      -1.709983031616e-03      -1.709983318467e-03      -1.710027147724e-03      -1.710279436481e-03       5.919741353627e-01       5.916579285841e-01 
       2.199715272740e-05      -2.385400823445e-03      -1.790571747188e-03      -1.790572061709e-03      -1.790617800962e-03      -1.790882078846e-03       5.919740078592e-01       5.916578185792e-01 
       2.250953223607e-05      -2.497720787179e-03      -1.874958443926e-03      -1.874958788784e-03      -1.875006513035e-03      -1.875283354640e-03       5.919738688005e-01       5.916576976775e-01 
       2.303384659669e-05      -2.615324511302e-03      -1.963322110822e-03      -1.963322488951e-03      -1.963372275288e-03      -1.963662283208e-03       5.919737173335e-01       5.916575654586e-01 
       2.357037380767e-05      -2.738460093316e-03      -2.055850187555e-03      -2.055850602157e-03      -2.055902529713e-03      -2.056206335958e-03       5.919735580131e-01       5.916574260011e-01 
       2.411939834282e-05      -2.867387317620e-03      -2.152739006038e-03      -2.152739460641e-03      -2.152793610538e-03      -2.153111878024e-03       5.919734106298e-01       5.916572997836e-01 
       2.468121130224e-05      -3.002377841645e-03      -2.254193953046e-03      -2.254194451495e-03      -2.254250906768e-03      -2.254584330850e-03       5.919732404250e-01       5.916571513851e-01 
       2.525611056658e-05      -3.143716273516e-03      -2.360430278844e-03      -2.360430825380e-03      -2.360489670885e-03      -2.360838981033e-03       5.919730631799e-01       5.916569972241e-01 
       2.584440095505e-05      -3.291700433740e-03      -2.471673324592e-03      -2.471673923843e-03      -2.471735246137e-03      -2.472101207667e-03       5.919728801135e-01       5.916568382947e-01 
