#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.052849924075e-05      -1.314816235620e-03      -9.866246822954e-04      -9.866247150780e-04      -9.866274888309e-04      -9.866815010999e-04       4.742060108157e-01       4.741203871062e-01 
       1.077373949229e-05      -1.376747855865e-03      -1.033122836715e-03      -1.033122872660e-03      -1.033125765488e-03      -1.033182328328e-03       4.742059891306e-01       4.741203684381e-01 
       1.102469212312e-05      -1.441594827424e-03      -1.081812273426e-03      -1.081812312839e-03      -1.081815329230e-03      -1.081874563328e-03       4.742059204431e-01       4.741203029232e-01 
       1.128149019164e-05      -1.509494708931e-03      -1.132796621671e-03      -1.132796664886e-03      -1.132799809431e-03      -1.132861841228e-03       4.742059585737e-01       4.741203443450e-01 
       1.154426985559e-05      -1.580590355509e-03      -1.186183526580e-03      -1.186183573964e-03      -1.186186851352e-03      -1.186251813271e-03       4.742058897624e-01       4.741202790073e-01 
       1.181317044422e-05      -1.655032571312e-03      -1.242086644810e-03      -1.242086696766e-03      -1.242090111775e-03      -1.242158142561e-03       4.742058868522e-01       4.741202797182e-01 
       1.208833453219e-05      -1.732978238835e-03      -1.300624243887e-03      -1.300624300854e-03      -1.300627858347e-03      -1.300699103328e-03       4.742058279612e-01       4.741202246233e-01 
       1.236990801514e-05      -1.814592380490e-03      -1.361920755564e-03      -1.361920818028e-03      -1.361924522939e-03      -1.361999134374e-03       4.742058130203e-01       4.741202136656e-01 
       1.265804018705e-05      -1.900047064501e-03      -1.426105959954e-03      -1.426106028444e-03      -1.426109885766e-03      -1.426188023153e-03       4.742057571741e-01       4.741201619828e-01 
       1.295288381942e-05      -1.989522989144e-03      -1.493316179732e-03      -1.493316254829e-03      -1.493320269606e-03      -1.493402100050e-03       4.742057221177e-01       4.741201312915e-01 
       1.325459524223e-05      -2.083208909633e-03      -1.563693857347e-03      -1.563693939689e-03      -1.563698116992e-03      -1.563783815559e-03       4.742056689649e-01       4.741200827095e-01 
       1.356333442690e-05      -2.181302680134e-03      -1.637388344064e-03      -1.637388434350e-03      -1.637392779265e-03      -1.637482529371e-03       4.742056206636e-01       4.741200391974e-01 
       1.387926507100e-05      -2.284011554995e-03      -1.714556134170e-03      -1.714556233166e-03      -1.714560750769e-03      -1.714654744594e-03       4.742056259969e-01       4.741200495231e-01 
       1.420255468516e-05      -2.391551675928e-03      -1.795360488552e-03      -1.795360597098e-03      -1.795365292432e-03      -1.795463731307e-03       4.742055664040e-01       4.741199951764e-01 
       1.453337468181e-05      -2.504150061056e-03      -1.879972936842e-03      -1.879973055860e-03      -1.879977933908e-03      -1.880081028789e-03       4.742054838361e-01       4.741199181056e-01 
       1.487190046609e-05      -2.622044429834e-03      -1.968573156763e-03      -1.968573287262e-03      -1.968578352914e-03      -1.968686324854e-03       4.742054304199e-01       4.741198704347e-01 
       1.521831152885e-05      -2.745483075943e-03      -2.061348889881e-03      -2.061349032970e-03      -2.061354290987e-03      -2.061467371603e-03       4.742053584481e-01       4.741198044939e-01 
       1.557279154181e-05      -2.874726357562e-03      -2.158497075057e-03      -2.158497231949e-03      -2.158502686923e-03      -2.158621118926e-03       4.742053032659e-01       4.741197556131e-01 
       1.593552845499e-05      -3.010046343321e-03      -2.260223592101e-03      -2.260223764128e-03      -2.260229420436e-03      -2.260353458153e-03       4.742052240177e-01       4.741196829600e-01 
       1.630671459628e-05      -3.151728269309e-03      -2.366744374062e-03      -2.366744562684e-03      -2.366750424437e-03      -2.366880334396e-03       4.742051555298e-01       4.741196213835e-01 
       1.668654677350e-05      -3.300070476739e-03      -2.478285375934e-03      -2.478285582754e-03      -2.478291653735e-03      -2.478427715252e-03       4.742050984656e-01       4.741195715614e-01 
       1.707522637868e-05      -3.455384915785e-03      -2.595082972275e-03      -2.595083199045e-03      -2.595089482649e-03      -2.595231988437e-03       4.742050114243e-01       4.741194920939e-01 
       1.747295949491e-05      -3.617998748884e-03      -2.717385177984e-03      -2.717385426630e-03      -2.717391925788e-03      -2.717541182643e-03       4.742049458163e-01       4.741194344145e-01 
       1.787995700555e-05      -3.788253738925e-03      -2.845451212318e-03      -2.845451484952e-03      -2.845458202046e-03      -2.845614531512e-03       4.742048655916e-01       4.741193625062e-01 
       1.829643470606e-05      -3.966507807250e-03      -2.979552697032e-03      -2.979552995963e-03      -2.979559932742e-03      -2.979723671836e-03       4.742047690681e-01       4.741192746692e-01 
       1.872261341843e-05      -4.153135843977e-03      -3.119974280064e-03      -3.119974607833e-03      -3.119981765300e-03      -3.120153267298e-03       4.742046889827e-01       4.741192036941e-01 
       1.915871910827e-05      -4.348529564455e-03      -3.267013569586e-03      -3.267013928973e-03      -3.267021307283e-03      -3.267200942484e-03       4.742045878175e-01       4.741191120619e-01 
       1.960498300456e-05      -4.553099469271e-03      -3.420982626888e-03      -3.420983020944e-03      -3.420990619266e-03      -3.421178775864e-03       4.742044921835e-01       4.741190264143e-01 
       2.006164172235e-05      -4.767274749885e-03      -3.582207937819e-03      -3.582208369886e-03      -3.582216186267e-03      -3.582413271218e-03       4.742043878705e-01       4.741189325532e-01 
       2.052893738813e-05      -4.991504717172e-03      -3.751031518438e-03      -3.751031992179e-03      -3.751040023386e-03      -3.751246463342e-03       4.742042806516e-01       4.741188362723e-01 
       2.100711776825e-05      -5.226259523283e-03      -3.927811500141e-03      -3.927812019584e-03      -3.927820260927e-03      -3.928036503219e-03       4.742041752053e-01       4.741187422884e-01 
       2.149643640026e-05      -5.472030907263e-03      -4.112922735842e-03      -4.112923305397e-03      -4.112931750535e-03      -4.113158264192e-03       4.742040574433e-01       4.741186365310e-01 
       2.199715272740e-05      -5.729333544219e-03      -4.306757864925e-03      -4.306758489421e-03      -4.306767130149e-03      -4.307004406988e-03       4.742039284465e-01       4.741185201044e-01 
       2.250953223607e-05      -5.998705973844e-03      -4.509728066867e-03      -4.509728751597e-03      -4.509737577604e-03      -4.509986133371e-03       4.742037929926e-01       4.741183977935e-01 
       2.303384659669e-05      -6.280711853705e-03      -4.722264048317e-03      -4.722264799104e-03      -4.722273797711e-03      -4.722534173289e-03       4.742036701388e-01       4.741182887204e-01 
       2.357037380767e-05      -6.575940101611e-03      -4.944816246282e-03      -4.944817069478e-03      -4.944826225339e-03      -4.945098987984e-03       4.742035219983e-01       4.741181549824e-01 
       2.411939834282e-05      -6.885007700557e-03      -5.177856963035e-03      -5.177857865650e-03      -5.177867160433e-03      -5.178152905135e-03       4.742033739251e-01       4.741180220268e-01 
       2.468121130224e-05      -7.208559648581e-03      -5.421880468234e-03      -5.421881457898e-03      -5.421890869924e-03      -5.422190220798e-03       4.742032226544e-01       4.741178865450e-01 
       2.525611056658e-05      -7.547270567604e-03      -5.677404223412e-03      -5.677405308547e-03      -5.677414812390e-03      -5.677728424142e-03       4.742030566378e-01       4.741177370870e-01 
       2.584440095505e-05      -7.901846433051e-03      -5.944970342217e-03      -5.944971532017e-03      -5.944981098067e-03      -5.945309657573e-03       4.742028871388e-01       4.741175849202e-01 
       2.644639438700e-05      -8.273025476257e-03      -6.225146341858e-03      -6.225147646404e-03      -6.225157240383e-03      -6.225501468318e-03       4.742027129113e-01       4.741174288056e-01 
       2.706241004731e-05      -8.661579649008e-03      -6.518526326540e-03      -6.518527756931e-03      -6.518537339354e-03      -6.518897991913e-03       4.742025211216e-01       4.741172560243e-01 
       2.769277455564e-05      -9.068316825295e-03      -6.825732858271e-03      -6.825734426612e-03      -6.825743952198e-03      -6.826121822956e-03       4.742023328112e-01       4.741170875901e-01 
       2.833782213959e-05      -9.494081089465e-03      -7.147417214917e-03      -7.147418934515e-03      -7.147428351533e-03      -7.147824273327e-03       4.742021246466e-01       4.741169002325e-01 
       2.899789481195e-05      -9.939755827128e-03      -7.484261902836e-03      -7.484263788316e-03      -7.484273037865e-03      -7.484687884863e-03       4.742019103192e-01       4.741167077113e-01 
       2.967334255196e-05      -1.040626425866e-02      -7.836981262711e-03      -7.836983330028e-03      -7.836992345240e-03      -7.837427035078e-03       4.742016818198e-01       4.741165020243e-01 
       3.036452349096e-05      -1.089457207277e-02      -8.206323559193e-03      -8.206325825883e-03      -8.206334531051e-03      -8.206790027102e-03       4.742014470842e-01       4.741162911690e-01 
       3.107180410225e-05      -1.140568862123e-02      -8.593072116526e-03      -8.593074601830e-03      -8.593082911439e-03      -8.593560225209e-03       4.742012017462e-01       4.741160708368e-01 
       3.179555939535e-05      -1.194066922774e-02      -8.998047278014e-03      -8.998050003008e-03      -8.998057820676e-03      -8.998558014337e-03       4.742009474534e-01       4.741158427218e-01 
       3.253617311491e-05      -1.250061684769e-02      -9.422107871098e-03      -9.422110858905e-03      -9.422118076204e-03      -9.422642265268e-03       4.742006767256e-01       4.741155994109e-01 
       3.329403794412e-05      -1.308668462321e-02      -9.866153426143e-03      -9.866156702092e-03      -9.866163197261e-03      -9.866712553424e-03       4.742003941259e-01       4.741153455009e-01 
       3.406955571295e-05      -1.370007759043e-02      -1.033112570887e-02      -1.033112930073e-02      -1.033113493725e-02      -1.033171069138e-02       4.742000963868e-01       4.741150777861e-01 
       3.486313761118e-05      -1.434205534568e-02      -1.081801103306e-02      -1.081801497133e-02      -1.081801959637e-02      -1.081862304168e-02       4.741997878861e-01       4.741148007278e-01 
       3.567520440644e-05      -1.501393378968e-02      -1.132784197084e-02      -1.132784628890e-02      -1.132784973157e-02      -1.132848222699e-02       4.741994631164e-01       4.741145088746e-01 
       3.650618666729e-05      -1.571708807204e-02      -1.186169991098e-02      -1.186170464542e-02      -1.186170671491e-02      -1.186236968864e-02       4.741991234676e-01       4.741142036790e-01 
       3.735652499153e-05      -1.645295479650e-02      -1.242071712041e-02      -1.242072231140e-02      -1.242072279486e-02      -1.242141774812e-02       4.741987669225e-01       4.741138832011e-01 
       3.822667023980e-05      -1.722303481560e-02      -1.300607935565e-02      -1.300608504709e-02      -1.300608370735e-02      -1.300681221843e-02       4.741983964692e-01       4.741135504837e-01 
       3.911708377461e-05      -1.802889554106e-02      -1.361902794013e-02      -1.361903418044e-02      -1.361903075348e-02      -1.361979448191e-02       4.741980037303e-01       4.741131972785e-01 
       4.002823770502e-05      -1.887217436295e-02      -1.426086315160e-02      -1.426086999362e-02      -1.426086418580e-02      -1.426166487692e-02       4.741975966049e-01       4.741128315197e-01 
       4.096061513689e-05      -1.975458057787e-02      -1.493294602727e-02      -1.493295352898e-02      -1.493294501398e-02      -1.493378450370e-02       4.741971654891e-01       4.741124437085e-01 
       4.191471042909e-05      -2.067789947307e-02      -1.563670224037e-02      -1.563671046529e-02      -1.563669888076e-02      -1.563757910060e-02       4.741967170987e-01       4.741120406276e-01 
       4.289102945557e-05      -2.164399459115e-02      -1.637362431880e-02      -1.637363333688e-02      -1.637361828074e-02      -1.637454126327e-02       4.741962475922e-01       4.741116185831e-01 
       4.389008987359e-05      -2.265481097199e-02      -1.714527524933e-02      -1.714528513682e-02      -1.714526616321e-02      -1.714623404779e-02       4.741957570534e-01       4.741111776958e-01 
       4.491242139822e-05      -2.371237873857e-02      -1.795329161393e-02      -1.795330245466e-02      -1.795327906949e-02      -1.795429410832e-02       4.741952438851e-01       4.741107164981e-01 
       4.595856608316e-05      -2.481881616585e-02      -1.879938709745e-02      -1.879939898329e-02      -1.879937063930e-02      -1.880043520397e-02       4.741947061225e-01       4.741102331290e-01 
       4.702907860816e-05      -2.597633323023e-02      -1.968535615224e-02      -1.968536918382e-02      -1.968533527524e-02      -1.968645186363e-02       4.741941422982e-01       4.741097262354e-01 
       4.812452657316e-05      -2.718723544738e-02      -2.061307787858e-02      -2.061309216644e-02      -2.061305202306e-02      -2.061422326666e-02       4.741935530002e-01       4.741091965243e-01 
       4.924549079914e-05      -2.845392688125e-02      -2.158451980701e-02      -2.158453547207e-02      -2.158448835273e-02      -2.158571702460e-02       4.741929360943e-01       4.741086419727e-01 
       5.039256563619e-05      -2.977891440658e-02      -2.260174215764e-02      -2.260175933261e-02      -2.260170441807e-02      -2.260299344110e-02       4.741922890240e-01       4.741080601598e-01 
       5.156635927856e-05      -3.116481157064e-02      -2.366690240317e-02      -2.366692123359e-02      -2.366685761869e-02      -2.366821007462e-02       4.741916128810e-01       4.741074523121e-01 
       5.276749408718e-05      -3.261434206700e-02      -2.478225944599e-02      -2.478228009154e-02      -2.478220677657e-02      -2.478362591551e-02       4.741909039847e-01       4.741068148939e-01 
       5.399660691963e-05      -3.413034389163e-02      -2.595017881768e-02      -2.595020145277e-02      -2.595011733403e-02      -2.595160658469e-02       4.741901624543e-01       4.741061481443e-01 
       5.525434946779e-05      -3.571577380360e-02      -2.717313736422e-02      -2.717316218058e-02      -2.717306603996e-02      -2.717462902051e-02       4.741893855193e-01       4.741054494603e-01 
       5.654138860342e-05      -3.737371121696e-02      -2.845372879846e-02      -2.845375600618e-02      -2.845364649980e-02      -2.845528702956e-02       4.741885732305e-01       4.741047190555e-01 
       5.785840673171e-05      -3.910736189236e-02      -2.979466876147e-02      -2.979469859092e-02      -2.979457423658e-02      -2.979629634847e-02       4.741877209212e-01       4.741039524275e-01 
       5.920610215308e-05      -4.092006338362e-02      -3.119880120466e-02      -3.119883390850e-02      -3.119869307192e-02      -3.120050102588e-02       4.741868296137e-01       4.741031507829e-01 
       6.058518943351e-05      -4.281528774305e-02      -3.266910389371e-02      -3.266913974833e-02      -3.266898062803e-02      -3.267087892537e-02       4.741858973218e-01       4.741023122805e-01 
       6.199639978331e-05      -4.479664757272e-02      -3.420869486347e-02      -3.420873417263e-02      -3.420855478345e-02      -3.421054818206e-02       4.741849214729e-01       4.741014345734e-01 
       6.344048144490e-05      -4.686789833443e-02      -3.582083881849e-02      -3.582088191448e-02      -3.582068006924e-02      -3.582277360030e-02       4.741838964178e-01       4.741005121839e-01 
       6.491820008948e-05      -4.903294537514e-02      -3.750895500993e-02      -3.750900225742e-02      -3.750877554707e-02      -3.751097453256e-02       4.741828261078e-01       4.740995492799e-01 
       6.643033922305e-05      -5.129584580759e-02      -3.927662309860e-02      -3.927667489783e-02      -3.927642066950e-02      -3.927873074122e-02       4.741817053466e-01       4.740985408876e-01 
       6.797770060178e-05      -5.366081291789e-02      -4.112759157334e-02      -4.112764836112e-02      -4.112736369403e-02      -4.112979081425e-02       4.741805313097e-01       4.740974843744e-01 
       6.956110465716e-05      -5.613222298493e-02      -4.306578568174e-02      -4.306584793909e-02      -4.306552961813e-02      -4.306808010127e-02       4.741793028230e-01       4.740963788282e-01 
       7.118139093098e-05      -5.871461556428e-02      -4.509531548206e-02      -4.509538373437e-02      -4.509502822124e-02      -4.509770875769e-02       4.741780173084e-01       4.740952218901e-01 
       7.283941852047e-05      -6.141270114610e-02      -4.722048453122e-02      -4.722055935624e-02      -4.722016275746e-02      -4.722298043900e-02       4.741766706797e-01       4.740940097515e-01 
       7.453606653380e-05      -6.423136175944e-02      -4.944579941894e-02      -4.944588144794e-02      -4.944543948009e-02      -4.944840182747e-02       4.741752617866e-01       4.740927415007e-01 
       7.627223455621e-05      -6.717565735151e-02      -5.177597864543e-02      -5.177606857237e-02      -5.177557652380e-02      -5.177869151603e-02       4.741737855138e-01       4.740914123209e-01 
       7.804884312696e-05      -7.025082643076e-02      -5.421596353366e-02      -5.421606211682e-02      -5.421551480553e-02      -5.421879091219e-02       4.741722416916e-01       4.740900222921e-01 
       7.986683422744e-05      -7.346229332420e-02      -5.677092763062e-02      -5.677103570440e-02      -5.677042743206e-02      -5.677387364742e-02       4.741706249627e-01       4.740885664032e-01 
       8.172717178059e-05      -7.681566439449e-02      -5.944628858305e-02      -5.944640705787e-02      -5.944573155907e-02      -5.944935743982e-02       4.741689333585e-01       4.740870429440e-01 
       8.363084216200e-05      -8.031673755267e-02      -6.224771898011e-02      -6.224784885595e-02      -6.224709924283e-02      -6.225091494794e-02       4.741671625221e-01       4.740854479070e-01 
       8.557885472291e-05      -8.397149950865e-02      -6.518115870169e-02      -6.518130107407e-02      -6.518046977539e-02      -6.518448610981e-02       4.741653087299e-01       4.740837778961e-01 
       8.757224232537e-05      -8.778612949756e-02      -6.825282740681e-02      -6.825298347737e-02      -6.825206217167e-02      -6.825629063351e-02       4.741633680343e-01       4.740820293217e-01 
       8.961206188986e-05      -9.176699830111e-02      -7.146923777100e-02      -7.146940885694e-02      -7.146838839928e-02      -7.147284123073e-02       4.741613367479e-01       4.740801988491e-01 
       9.169939495573e-05      -9.592066779787e-02      -7.483720919451e-02      -7.483739673496e-02      -7.483626707651e-02      -7.484095731976e-02       4.741592107842e-01       4.740782827505e-01 
       9.383534825458e-05      -1.002538949885e-01      -7.836388221253e-02      -7.836408778828e-02      -7.836283788813e-02      -7.836777944474e-02       4.741569855116e-01       4.740762768062e-01 
       9.602105429714e-05      -1.047736258856e-01      -8.205673375379e-02      -8.205695909799e-02      -8.205557682635e-02      -8.206078452262e-02       4.741546566633e-01       4.740741771535e-01 
       9.825767197367e-05      -1.094869923252e-01      -8.592359276236e-02      -8.592383977069e-02      -8.592231180278e-02      -8.592780146080e-02       4.741522190573e-01       4.740719790186e-01 
       1.005463871685e-04      -1.144013134244e-01      -8.997265687605e-02      -8.997292762958e-02      -8.997123932919e-02      -8.997702784324e-02       4.741496672833e-01       4.740696774397e-01 
       1.028884133887e-04      -1.195240850497e-01      -9.421251017695e-02      -9.421280695256e-02      -9.421094224441e-02      -9.421704766501e-02       4.741469977268e-01       4.740672692426e-01 
       1.052849924075e-04      -1.248629763971e-01      -9.865214039076e-02      -9.865246568436e-02      -9.865040691378e-02      -9.865684853835e-02       4.741442034743e-01       4.740647479836e-01 
       1.077373949229e-04      -1.304258229523e-01      -1.033009588123e-01      -1.033013153580e-01      -1.032990431375e-01      -1.033058416095e-01       4.741412790721e-01       4.740621086953e-01 
       1.102469212312e-04      -1.362206153329e-01      -1.081688199275e-01      -1.081692107218e-01      -1.081667037626e-01      -1.081738811791e-01       4.741382189348e-01       4.740593462934e-01 
       1.128149019164e-04      -1.422554881358e-01      -1.132660420246e-01      -1.132664703486e-01      -1.132637052755e-01      -1.132712853050e-01       4.741350162608e-01       4.740564544934e-01 
       1.154426985559e-04      -1.485387081759e-01      -1.186034295150e-01      -1.186038989662e-01      -1.186008501153e-01      -1.186088581252e-01       4.741316652324e-01       4.740534280159e-01 
       1.181317044422e-04      -1.550786556894e-01      -1.241922952133e-01      -1.241928097294e-01      -1.241894489251e-01      -1.241979121227e-01       4.741281585103e-01       4.740502600719e-01 
       1.208833453219e-04      -1.618838068979e-01      -1.300444846708e-01      -1.300450485633e-01      -1.300413448752e-01      -1.300502924593e-01       4.741244890032e-01       4.740469441344e-01 
       1.236990801514e-04      -1.689627207896e-01      -1.361724013306e-01      -1.361730193307e-01      -1.361689388054e-01      -1.361784021335e-01       4.741206500777e-01       4.740434741712e-01 
       1.265804018705e-04      -1.763239969241e-01      -1.425890319766e-01      -1.425897092513e-01      -1.425852146195e-01      -1.425952273907e-01       4.741166328081e-01       4.740398418478e-01 
       1.295288381942e-04      -1.839762725056e-01      -1.493079753156e-01      -1.493087175384e-01      -1.493037678931e-01      -1.493143663461e-01       4.741124299843e-01       4.740360405901e-01 
       1.325459524223e-04      -1.919281737346e-01      -1.563434698109e-01      -1.563442831975e-01      -1.563388336414e-01      -1.563500567730e-01       4.741080328794e-01       4.740320623125e-01 
       1.356333442690e-04      -2.001882801869e-01      -1.637104242486e-01      -1.637113155888e-01      -1.637053168475e-01      -1.637172066534e-01       4.741034328238e-01       4.740278989922e-01 
       1.387926507100e-04      -2.087650985650e-01      -1.714244490041e-01      -1.714254257390e-01      -1.714188237359e-01      -1.714314254709e-01       4.740986205248e-01       4.740235420153e-01 
       1.420255468516e-04      -2.176670185528e-01      -1.795018893258e-01      -1.795029596118e-01      -1.794956950035e-01      -1.795090574684e-01       4.740935868438e-01       4.740189829434e-01 
       1.453337468181e-04      -2.269022499285e-01      -1.879598591654e-01      -1.879610319274e-01      -1.879530395940e-01      -1.879672154503e-01       4.740883209269e-01       4.740142116239e-01 
       1.487190046609e-04      -2.364787785092e-01      -1.968162782796e-01      -1.968175632834e-01      -1.968087717679e-01      -1.968238178843e-01       4.740828127841e-01       4.740092187870e-01 
       1.521831152885e-04      -2.464043175435e-01      -2.060899095904e-01      -2.060913175376e-01      -2.060816484331e-01      -2.060976262634e-01       4.740770518961e-01       4.740039946568e-01 
       1.557279154181e-04      -2.566862249188e-01      -2.158003983152e-01      -2.158019409198e-01      -2.157913081964e-01      -2.158082841967e-01       4.740710261625e-01       4.739985278819e-01 
       1.593552845499e-04      -2.673314408847e-01      -2.259683147183e-01      -2.259700048003e-01      -2.259583140675e-01      -2.259763601545e-01       4.740647248283e-01       4.739928084726e-01 
       1.630671459628e-04      -2.783464069397e-01      -2.366151961072e-01      -2.366170476932e-01      -2.366041953911e-01      -2.366233894459e-01       4.740581352399e-01       4.739868245456e-01 
       1.668654677350e-04      -2.897369724677e-01      -2.477635927239e-01      -2.477656211489e-01      -2.477514936604e-01      -2.477719200836e-01       4.740512440032e-01       4.739805634826e-01 
       1.707522637868e-04      -3.015083492849e-01      -2.594371161017e-01      -2.594393381974e-01      -2.594238108766e-01      -2.594455611935e-01       4.740440385313e-01       4.739740135078e-01 
       1.747295949491e-04      -3.136649099730e-01      -2.716604876443e-01      -2.716629217594e-01      -2.716458578645e-01      -2.716690314049e-01       4.740365044802e-01       4.739671610493e-01 
