#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.052849924075e-05      -1.009527208374e-03      -7.574301572265e-04      -7.574301851508e-04      -7.574351674590e-04      -7.574956908885e-04       5.461650814604e-01       5.460176750868e-01 
       1.077373949229e-05      -1.057085986997e-03      -7.931267108232e-04      -7.931267414414e-04      -7.931319477193e-04      -7.931953288153e-04       5.461650545209e-01       5.460176519085e-01 
       1.102469212312e-05      -1.106884307292e-03      -8.305055705087e-04      -8.305056040808e-04      -8.305110438381e-04      -8.305774177867e-04       5.461650143913e-01       5.460176157317e-01 
       1.128149019164e-05      -1.159027567263e-03      -8.696460404088e-04      -8.696460772197e-04      -8.696517603132e-04      -8.697212687228e-04       5.461649749547e-01       5.460175804094e-01 
       1.154426985559e-05      -1.213626113183e-03      -9.106311603879e-04      -9.106312007501e-04      -9.106371373905e-04      -9.107099285985e-04       5.461649467387e-01       5.460175565144e-01 
       1.181317044422e-05      -1.270795372810e-03      -9.535478087019e-04      -9.535478529579e-04      -9.535540537158e-04      -9.536302831051e-04       5.461648955651e-01       5.460175098639e-01 
       1.208833453219e-05      -1.330656364466e-03      -9.984870858321e-04      -9.984871343572e-04      -9.984936101688e-04      -9.985734405158e-04       5.461648620173e-01       5.460174810330e-01 
       1.236990801514e-05      -1.393335618086e-03      -1.045544258566e-03      -1.045544311773e-03      -1.045551073944e-03      -1.045634675763e-03       5.461648150374e-01       5.460174390347e-01 
       1.265804018705e-05      -1.458965739567e-03      -1.094819186556e-03      -1.094819244895e-03      -1.094826305104e-03      -1.094913857027e-03       5.461647789439e-01       5.460174081194e-01 
       1.295288381942e-05      -1.527685441955e-03      -1.146416348514e-03      -1.146416412482e-03      -1.146423782782e-03      -1.146515471942e-03       5.461647331674e-01       5.460173677903e-01 
       1.325459524223e-05      -1.599640004476e-03      -1.200445190833e-03      -1.200445260972e-03      -1.200452953792e-03      -1.200548976238e-03       5.461646801681e-01       5.460173204898e-01 
       1.356333442690e-05      -1.674981551935e-03      -1.257020340893e-03      -1.257020417800e-03      -1.257028445944e-03      -1.257129007065e-03       5.461646317002e-01       5.460172779978e-01 
       1.387926507100e-05      -1.753869224597e-03      -1.316261739550e-03      -1.316261823875e-03      -1.316270200520e-03      -1.316375515496e-03       5.461645609305e-01       5.460172134661e-01 
       1.420255468516e-05      -1.836469840032e-03      -1.378295141349e-03      -1.378295233810e-03      -1.378303972500e-03      -1.378414266781e-03       5.461645091500e-01       5.460171682227e-01 
       1.453337468181e-05      -1.922957831225e-03      -1.443252074850e-03      -1.443252176231e-03      -1.443261290871e-03      -1.443376800665e-03       5.461644540557e-01       5.460171199737e-01 
