#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053192228997e-05      -1.508591259270e-04      -1.131503447641e-04      -1.131503455328e-04      -1.133160196764e-04      -1.132255736569e-04       6.009645460734e-01       5.997263023974e-01 
       1.077724227458e-05      -1.579684976990e-04      -1.184829524853e-04      -1.184829533280e-04      -1.186564199512e-04      -1.185617257383e-04       6.009645185455e-01       5.997262789674e-01 
       1.102827649569e-05      -1.654128852169e-04      -1.240668778653e-04      -1.240668787894e-04      -1.242485036445e-04      -1.241493624161e-04       6.009644896408e-01       5.997262545093e-01 
       1.128515805497e-05      -1.732080736179e-04      -1.299139651446e-04      -1.299139661578e-04      -1.301041320907e-04      -1.300003357882e-04       6.009644592686e-01       5.997262290040e-01 
       1.154802315443e-05      -1.813705914076e-04      -1.360366166112e-04      -1.360366177222e-04      -1.362357254618e-04      -1.361270563696e-04       6.009644271011e-01       5.997262011400e-01 
       1.181701116863e-05      -1.899177461159e-04      -1.424478193897e-04      -1.424478206078e-04      -1.426562895983e-04      -1.425425198985e-04       6.009643938814e-01       5.997261730522e-01 
       1.209226471856e-05      -1.988676600430e-04      -1.491611723075e-04      -1.491611736432e-04      -1.493794429048e-04      -1.492603342208e-04       6.009643591218e-01       5.997261443386e-01 
       1.237392974730e-05      -2.082393092775e-04      -1.561909152206e-04      -1.561909166852e-04      -1.564194457201e-04      -1.562947486346e-04       6.009643225303e-01       5.997261128546e-01 
       1.266215559739e-05      -2.180525638129e-04      -1.635519591624e-04      -1.635519607683e-04      -1.637912305065e-04      -1.636606840591e-04       6.009642846640e-01       5.997260811094e-01 
       1.295709508998e-05      -2.283282291755e-04      -1.712599176404e-04      -1.712599194012e-04      -1.715104331857e-04      -1.713737643518e-04       6.009642446110e-01       5.997260473344e-01 
       1.325890460589e-05      -2.390880911696e-04      -1.793311402753e-04      -1.793311422059e-04      -1.795934268276e-04      -1.794503499698e-04       6.009642028541e-01       5.997260120865e-01 
       1.356774416853e-05      -2.503549614194e-04      -1.877827470417e-04      -1.877827491586e-04      -1.880573559335e-04      -1.879075722328e-04       6.009641588642e-01       5.997259742393e-01 
       1.388377752871e-05      -2.621527262166e-04      -1.966326649992e-04      -1.966326673204e-04      -1.969201732185e-04      -1.967633700785e-04       6.009641133065e-01       5.997259362269e-01 
       1.420717225152e-05      -2.745063961249e-04      -2.058996656070e-04      -2.058996681522e-04      -2.062006769695e-04      -2.060365274011e-04       6.009640652273e-01       5.997258955294e-01 
       1.453809980510e-05      -2.874421600652e-04      -2.156034053937e-04      -2.156034081844e-04      -2.159185517773e-04      -2.157467137483e-04       6.009640148212e-01       5.997258528244e-01 
       1.487673565164e-05      -3.009874400842e-04      -2.257644671636e-04      -2.257644702236e-04      -2.260944097909e-04      -2.259145255546e-04       6.009639621022e-01       5.997258082700e-01 
       1.522325934033e-05      -3.151709494403e-04      -2.364044037038e-04      -2.364044070589e-04      -2.367498344833e-04      -2.365615298763e-04       6.009639070291e-01       5.997257618425e-01 
       1.557785460264e-05      -3.300227534054e-04      -2.475457835273e-04      -2.475457872061e-04      -2.479074264535e-04      -2.477103101654e-04       6.009638492176e-01       5.997257127785e-01 
       1.594070944965e-05      -3.455743329292e-04      -2.592122387945e-04      -2.592122428283e-04      -2.595908514100e-04      -2.593845142217e-04       6.009637886010e-01       5.997256616398e-01 
       1.631201627181e-05      -3.618586512427e-04      -2.714285154469e-04      -2.714285198699e-04      -2.718248903672e-04      -2.716089043590e-04       6.009637252319e-01       5.997256080782e-01 
       1.669197194091e-05      -3.789102235061e-04      -2.842205256408e-04      -2.842205304905e-04      -2.846354921479e-04      -2.844094098739e-04       6.009636590193e-01       5.997255521086e-01 
       1.708077791448e-05      -3.967651894985e-04      -2.976154024840e-04      -2.976154078015e-04      -2.980498281869e-04      -2.978131818171e-04       6.009635894167e-01       5.997254932080e-01 
       1.747864034259e-05      -4.154613909025e-04      -3.116415582419e-04      -3.116415640724e-04      -3.120963508107e-04      -3.118486512380e-04       6.009635166969e-01       5.997254310521e-01 
       1.788577017717e-05      -4.350384502729e-04      -3.263287438151e-04      -3.263287502081e-04      -3.268048527891e-04      -3.265455887008e-04       6.009634406775e-01       5.997253676061e-01 
