#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053192228997e-05      -4.135504832408e-04      -3.102081597121e-04      -3.102081714070e-04      -3.102682047257e-04      -3.102808596101e-04       5.968136425260e-01       5.963847998776e-01 
       1.077724227458e-05      -4.330375181866e-04      -3.248278059653e-04      -3.248278187884e-04      -3.248906553689e-04      -3.249039299455e-04       5.968136096955e-01       5.963847711982e-01 
       1.102827649569e-05      -4.534426598660e-04      -3.401364538457e-04      -3.401364679060e-04      -3.402022373515e-04      -3.402161630720e-04       5.968135761034e-01       5.963847419351e-01 
       1.128515805497e-05      -4.748091499923e-04      -3.561665753137e-04      -3.561665907305e-04      -3.562354285100e-04      -3.562500385255e-04       5.968135415558e-01       5.963847121578e-01 
       1.154802315443e-05      -4.971822597281e-04      -3.729521683801e-04      -3.729521852840e-04      -3.730242329835e-04      -3.730395622458e-04       5.968135009613e-01       5.963846762286e-01 
       1.181701116863e-05      -5.206094033284e-04      -3.905288425653e-04      -3.905288611000e-04      -3.906042666906e-04      -3.906203520572e-04       5.968134617858e-01       5.963846421063e-01 
       1.209226471856e-05      -5.451402158907e-04      -4.089338778065e-04      -4.089338981296e-04      -4.090128162351e-04      -4.090296965874e-04       5.968134204231e-01       5.963846061318e-01 
       1.237392974730e-05      -5.708266706561e-04      -4.282063128809e-04      -4.282063351646e-04      -4.282889273459e-04      -4.283066437109e-04       5.968133764682e-01       5.963845676941e-01 
       1.266215559739e-05      -5.977231919614e-04      -4.483870304392e-04      -4.483870548727e-04      -4.484734899222e-04      -4.484920856035e-04       5.968133340631e-01       5.963845310887e-01 
       1.295709508998e-05      -6.258867536545e-04      -4.695188315552e-04      -4.695188583459e-04      -4.696093125877e-04      -4.696288333077e-04       5.968132873234e-01       5.963844904489e-01 
       1.325890460589e-05      -6.553770147813e-04      -4.916465380158e-04      -4.916465673910e-04      -4.917412249983e-04      -4.917617190463e-04       5.968132350199e-01       5.963844444225e-01 
       1.356774416853e-05      -6.862564508956e-04      -5.148170914755e-04      -5.148171236845e-04      -5.149161770050e-04      -5.149376953994e-04       5.968131842850e-01       5.963844003399e-01 
       1.388377752871e-05      -7.185904651454e-04      -5.390796373430e-04      -5.390796726596e-04      -5.391833225528e-04      -5.392059192113e-04       5.968131321065e-01       5.963843552104e-01 
       1.420717225152e-05      -7.524475352378e-04      -5.644856361488e-04      -5.644856748725e-04      -5.645941310520e-04      -5.646178629806e-04       5.968130754808e-01       5.963843058883e-01 
       1.453809980510e-05      -7.878993622751e-04      -5.910889757003e-04      -5.910890181597e-04      -5.912024995568e-04      -5.912274270434e-04       5.968130133376e-01       5.963842512806e-01 
       1.487673565164e-05      -8.250210303566e-04      -6.189460918219e-04      -6.189461383776e-04      -6.190648735112e-04      -6.190910603404e-04       5.968129522776e-01       5.963841983105e-01 
       1.522325934033e-05      -8.638911394105e-04      -6.481160691334e-04      -6.481161201807e-04      -6.482403475372e-04      -6.482678612168e-04       5.968128887760e-01       5.963841432469e-01 
       1.557785460264e-05      -9.045919868552e-04      -6.786607783673e-04      -6.786608343392e-04      -6.787908027644e-04      -6.788197147707e-04       5.968128209546e-01       5.963840841873e-01 
       1.594070944965e-05      -9.472097429081e-04      -7.106450089958e-04      -7.106450703677e-04      -7.107810394715e-04      -7.108114255120e-04       5.968127494480e-01       5.963840218878e-01 
       1.631201627181e-05      -9.918346279406e-04      -7.441366038173e-04      -7.441366711097e-04      -7.442789116794e-04      -7.443108519766e-04       5.968126747887e-01       5.963839568579e-01 
       1.669197194091e-05      -1.038561101590e-03      -7.792066021422e-04      -7.792066759266e-04      -7.793554703525e-04      -7.793890499463e-04       5.968125968094e-01       5.963838889715e-01 
       1.708077791448e-05      -1.087488061197e-03      -8.159293903754e-04      -8.159294712778e-04      -8.160851139876e-04      -8.161204230635e-04       5.968125147847e-01       5.963838174958e-01 
       1.747864034259e-05      -1.138719048847e-03      -8.543828591116e-04      -8.543829478179e-04      -8.545457457210e-04      -8.545828799619e-04       5.968124272217e-01       5.963837408596e-01 
       1.788577017717e-05      -1.192362487895e-03      -8.946485820586e-04      -8.946486793235e-04      -8.948189522673e-04      -8.948580132336e-04       5.968123400127e-01       5.963836653523e-01 
       1.830238328384e-05      -1.248531866377e-03      -9.368119568114e-04      -9.368120634599e-04      -9.369901446885e-04      -9.370312402256e-04       5.968122468759e-01       5.963835843167e-01 
       1.872870055639e-05      -1.307346023981e-03      -9.809624216024e-04      -9.809625385381e-04      -9.811487751645e-04      -9.811920198453e-04       5.968121506960e-01       5.963835007593e-01 
       1.916494803388e-05      -1.368929350369e-03      -1.027193606475e-03      -1.027193734691e-03      -1.027388488169e-03      -1.027434003768e-03       5.968120413114e-01       5.963834046138e-01 
       1.961135702049e-05      -1.433412145972e-03      -1.075603607491e-03      -1.075603748076e-03      -1.075807394693e-03      -1.075855310702e-03       5.968119384094e-01       5.963833157452e-01 
       2.006816420819e-05      -1.500930742244e-03      -1.126295080092e-03      -1.126295234240e-03      -1.126508165589e-03      -1.126558619770e-03       5.968118268245e-01       5.963832186684e-01 
       2.053561180218e-05      -1.571627910142e-03      -1.179375547474e-03      -1.179375716496e-03      -1.179598339971e-03      -1.179651478953e-03       5.968117074325e-01       5.963831146959e-01 
       2.101394764937e-05      -1.645653118942e-03      -1.234957601201e-03      -1.234957786526e-03      -1.235190525810e-03      -1.235246505739e-03       5.968115820045e-01       5.963830051130e-01 
