#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053192228997e-05      -7.965236473295e-04      -5.975654660206e-04      -5.975654894573e-04      -5.975939928717e-04      -5.976348231538e-04       5.742562152619e-01       5.740491116335e-01 
       1.077724227458e-05      -8.340512549888e-04      -6.257278352626e-04      -6.257278609603e-04      -6.257576740502e-04      -6.258004573910e-04       5.742561870308e-01       5.740490874621e-01 
       1.102827649569e-05      -8.733463635832e-04      -6.552174377002e-04      -6.552174658772e-04      -6.552486471185e-04      -6.552934783392e-04       5.742561432471e-01       5.740490478959e-01 
       1.128515805497e-05      -9.144922010912e-04      -6.860968492978e-04      -6.860968801930e-04      -6.861294905057e-04      -6.861764691657e-04       5.742561068260e-01       5.740490159337e-01 
       1.154802315443e-05      -9.575758588100e-04      -7.184315587379e-04      -7.184315926135e-04      -7.184656954430e-04      -7.185149260885e-04       5.742560679281e-01       5.740489816365e-01 
       1.181701116863e-05      -1.002688535783e-03      -7.522901515118e-04      -7.522901886555e-04      -7.523258500637e-04      -7.523774424874e-04       5.742560266365e-01       5.740489452056e-01 
       1.209226471856e-05      -1.049925748688e-03      -7.877444695506e-04      -7.877445102781e-04      -7.877817990273e-04      -7.878358685522e-04       5.742560001220e-01       5.740489238138e-01 
       1.237392974730e-05      -1.099387377868e-03      -8.248696472983e-04      -8.248696919548e-04      -8.249086795916e-04      -8.249653473587e-04       5.742559389168e-01       5.740488679346e-01 
       1.266215559739e-05      -1.151178188193e-03      -8.637445040891e-04      -8.637445530538e-04      -8.637853140051e-04      -8.638447072933e-04       5.742558950004e-01       5.740488296120e-01 
       1.295709508998e-05      -1.205407721411e-03      -9.044514656533e-04      -9.044515193418e-04      -9.044941309944e-04      -9.045563835460e-04       5.742558453773e-01       5.740487858374e-01 
       1.325890460589e-05      -1.262190704598e-03      -9.470768727527e-04      -9.470769316207e-04      -9.471214744124e-04      -9.471867267825e-04       5.742557883931e-01       5.740487349639e-01 
       1.356774416853e-05      -1.321647304723e-03      -9.917111745598e-04      -9.917112391066e-04      -9.917577966134e-04      -9.918261965436e-04       5.742557453254e-01       5.740486982777e-01 
       1.388377752871e-05      -1.383903200541e-03      -1.038448984956e-03      -1.038449055730e-03      -1.038497714748e-03      -1.038569417551e-03       5.742556800435e-01       5.740486397138e-01 
       1.420717225152e-05      -1.449090117300e-03      -1.087389487571e-03      -1.087389565173e-03      -1.087440415801e-03      -1.087515584788e-03       5.742556206635e-01       5.740485873600e-01 
       1.453809980510e-05      -1.517345860873e-03      -1.138636463674e-03      -1.138636548763e-03      -1.138689684484e-03      -1.138768491398e-03       5.742555522950e-01       5.740485263567e-01 
       1.487673565164e-05      -1.588814774494e-03      -1.192298638723e-03      -1.192298732019e-03      -1.192354249777e-03      -1.192436875267e-03       5.742554872228e-01       5.740484689728e-01 
       1.522325934033e-05      -1.663647910731e-03      -1.248489815415e-03      -1.248489917712e-03      -1.248547917982e-03      -1.248634552095e-03       5.742554153354e-01       5.740484051472e-01 
       1.557785460264e-05      -1.742003470565e-03      -1.307329207168e-03      -1.307329319334e-03      -1.307389906190e-03      -1.307480748904e-03       5.742553483325e-01       5.740483466067e-01 
       1.594070944965e-05      -1.824047000036e-03      -1.368941590580e-03      -1.368941713567e-03      -1.369004994740e-03      -1.369100256524e-03       5.742552732266e-01       5.740482803472e-01 
       1.631201627181e-05      -1.909951864937e-03      -1.433457666481e-03      -1.433457801332e-03      -1.433523888262e-03      -1.433623790675e-03       5.742551962667e-01       5.740482126483e-01 
       1.669197194091e-05      -1.999899526047e-03      -1.501014272131e-03      -1.501014419991e-03      -1.501083427873e-03      -1.501188204196e-03       5.742551139817e-01       5.740481400638e-01 
       1.708077791448e-05      -2.094079961668e-03      -1.571754704568e-03      -1.571754866693e-03      -1.571826914506e-03      -1.571936810422e-03       5.742550273509e-01       5.740480635849e-01 
       1.747864034259e-05      -2.192692072348e-03      -1.645829031282e-03      -1.645829209046e-03      -1.645904419576e-03      -1.646019693891e-03       5.742549433058e-01       5.740479901345e-01 
       1.788577017717e-05      -2.295943923500e-03      -1.723394277370e-03      -1.723394472284e-03      -1.723472972122e-03      -1.723593897521e-03       5.742548294249e-01       5.740478874537e-01 
       1.830238328384e-05      -2.404053623520e-03      -1.804615097726e-03      -1.804615311444e-03      -1.804697230988e-03      -1.804824094873e-03       5.742547305432e-01       5.740478002252e-01 
       1.872870055639e-05      -2.517249299085e-03      -1.889663762423e-03      -1.889663996755e-03      -1.889749470172e-03      -1.889882575520e-03       5.742546419234e-01       5.740477237728e-01 
       1.916494803388e-05      -2.635769676993e-03      -1.978720604202e-03      -1.978720861141e-03      -1.978810026311e-03      -1.978949692604e-03       5.742545429384e-01       5.740476375754e-01 
       1.961135702049e-05      -2.759864644426e-03      -2.071974451159e-03      -2.071974732884e-03      -2.072067731328e-03      -2.072214295544e-03       5.742544146686e-01       5.740475227031e-01 
       2.006816420819e-05      -2.889796088019e-03      -2.169623268383e-03      -2.169623577285e-03      -2.169720554067e-03      -2.169874371756e-03       5.742543039606e-01       5.740474259864e-01 
       2.053561180218e-05      -3.025837737597e-03      -2.271874049250e-03      -2.271874387955e-03      -2.271975491539e-03      -2.272136937936e-03       5.742541748813e-01       5.740473116216e-01 
       2.101394764937e-05      -3.168276367548e-03      -2.378943739577e-03      -2.378944110952e-03      -2.379049493034e-03      -2.379218964287e-03       5.742540441880e-01       5.740471962487e-01 
       2.150342536975e-05      -3.317412023834e-03      -2.491059413410e-03      -2.491059820607e-03      -2.491169635902e-03      -2.491347550360e-03       5.742539043923e-01       5.740470725077e-01 
       2.200430449090e-05      -3.473558839323e-03      -2.608458908171e-03      -2.608459354649e-03      -2.608573760641e-03      -2.608760560242e-03       5.742537621399e-01       5.740469471120e-01 
       2.251685058555e-05      -3.637045574554e-03      -2.731391247950e-03      -2.731391737500e-03      -2.731510894131e-03      -2.731707045891e-03       5.742536190854e-01       5.740468217233e-01 
       2.304133541243e-05      -3.808216234296e-03      -2.860117126678e-03      -2.860117663455e-03      -2.860241732755e-03      -2.860447730355e-03       5.742534626894e-01       5.740466838516e-01 
       2.357803706032e-05      -3.987430901355e-03      -2.994909559225e-03      -2.994910147775e-03      -2.995039293446e-03      -2.995255658939e-03       5.742532895761e-01       5.740465300110e-01 
       2.412724009557e-05      -4.175066595048e-03      -3.136054538607e-03      -3.136055183937e-03      -3.136189570857e-03      -3.136416856502e-03       5.742531168788e-01       5.740463776298e-01 
       2.468923571287e-05      -4.371517680419e-03      -3.283851390170e-03      -3.283852097747e-03      -3.283991891391e-03      -3.284230681609e-03       5.742529337733e-01       5.740462156582e-01 
       2.526432188975e-05      -4.577197007927e-03      -3.438613634387e-03      -3.438614410209e-03      -3.438759775977e-03      -3.439010689475e-03       5.742527456780e-01       5.740460497454e-01 
       2.585280354450e-05      -4.792536513765e-03      -3.600669487172e-03      -3.600670337828e-03      -3.600821440294e-03      -3.601085132310e-03       5.742525452555e-01       5.740458725376e-01 
       2.645499269790e-05      -5.017988380651e-03      -3.770362754633e-03      -3.770363687344e-03      -3.770520689380e-03      -3.770797854135e-03       5.742523436146e-01       5.740456952330e-01 
       2.707120863860e-05      -5.254025518858e-03      -3.948053243153e-03      -3.948054265836e-03      -3.948217327618e-03      -3.948508700917e-03       5.742521217139e-01       5.740454988483e-01 
       2.770177809245e-05      -5.501143102116e-03      -4.134117951855e-03      -4.134119073177e-03      -4.134288351063e-03      -4.134594713127e-03       5.742518955111e-01       5.740452992937e-01 
       2.834703539572e-05      -5.759859054119e-03      -4.328951476752e-03      -4.328952706231e-03      -4.329128351479e-03      -4.329450529967e-03       5.742516563735e-01       5.740450880830e-01 
       2.900732267237e-05      -6.030715374503e-03      -4.532967069545e-03      -4.532968417603e-03      -4.533150574928e-03      -4.533489448208e-03       5.742514042901e-01       5.740448652190e-01 
       2.968299001547e-05      -6.314279243137e-03      -4.746597511296e-03      -4.746598989387e-03      -4.746787795337e-03      -4.747144296006e-03       5.742511458344e-01       5.740446374009e-01 
       3.037439567277e-05      -6.611143899193e-03      -4.970295846137e-03      -4.970297466793e-03      -4.970493047915e-03      -4.970868166586e-03       5.742508712693e-01       5.740443948887e-01 
       3.108190623671e-05      -6.921930152413e-03      -5.204536574065e-03      -5.204538351035e-03      -5.204740821823e-03      -5.205135611221e-03       5.742505837727e-01       5.740441409515e-01 
       3.180589683875e-05      -7.247287443222e-03      -5.449816524951e-03      -5.449818473309e-03      -5.450027933892e-03      -5.450443513272e-03       5.742502827360e-01       5.740438750511e-01 
       3.254675134830e-05      -7.587895196082e-03      -5.706655949420e-03      -5.706658085711e-03      -5.706874619270e-03      -5.707312179185e-03       5.742499682301e-01       5.740435973853e-01 
       3.330486257622e-05      -7.944464099635e-03      -5.975599592182e-03      -5.975601934509e-03      -5.975825604398e-03      -5.976286411838e-03       5.742496381819e-01       5.740433058526e-01 
       3.408063248312e-05      -8.317737613540e-03      -6.257217887384e-03      -6.257220455625e-03      -6.257451302134e-03      -6.257936706102e-03       5.742492922226e-01       5.740430002041e-01 
       3.487447239247e-05      -8.708493357268e-03      -6.552108136709e-03      -6.552110952609e-03      -6.552348989368e-03      -6.552860426899e-03       5.742489287296e-01       5.740426788947e-01 
