#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053192228997e-05      -1.010211031141e-03      -7.579432700589e-04      -7.579432979771e-04      -7.579633829942e-04      -7.580090781144e-04       5.461647178988e-01       5.460166670616e-01 
       1.077724227458e-05      -1.057802013862e-03      -7.936640004673e-04      -7.936640310787e-04      -7.936850261804e-04      -7.937329054459e-04       5.461646870177e-01       5.460166399540e-01 
       1.102827649569e-05      -1.107634063674e-03      -8.310681833129e-04      -8.310682168776e-04      -8.310901614338e-04      -8.311403307319e-04       5.461646479386e-01       5.460166048058e-01 
       1.128515805497e-05      -1.159812665607e-03      -8.702351880849e-04      -8.702352248878e-04      -8.702581597850e-04      -8.703107302800e-04       5.461646206728e-01       5.460165816780e-01 
       1.154802315443e-05      -1.214448157945e-03      -9.112480492884e-04      -9.112480896415e-04      -9.112720573181e-04      -9.113271457245e-04       5.461645773701e-01       5.460165426750e-01 
       1.181701116863e-05      -1.271656160742e-03      -9.541937891692e-04      -9.541938334154e-04      -9.542188779050e-04      -9.542766067794e-04       5.461645365321e-01       5.460165063615e-01 
       1.209226471856e-05      -1.331557680226e-03      -9.991634996209e-04      -9.991635481360e-04      -9.991897150985e-04      -9.992502131501e-04       5.461644967147e-01       5.460164713032e-01 
       1.237392974730e-05      -1.394279382174e-03      -1.046252549899e-03      -1.046252603094e-03      -1.046279939850e-03      -1.046343342264e-03       5.461644492338e-01       5.460164287784e-01 
       1.266215559739e-05      -1.459953914794e-03      -1.095560831378e-03      -1.095560889705e-03      -1.095589445267e-03      -1.095655894053e-03       5.461643991482e-01       5.460163838963e-01 
       1.295709508998e-05      -1.528720146383e-03      -1.147192939781e-03      -1.147193003736e-03      -1.147222828835e-03      -1.147292473190e-03       5.461643501945e-01       5.460163403845e-01 
       1.325890460589e-05      -1.600723444458e-03      -1.201258388085e-03      -1.201258458209e-03      -1.201289605321e-03      -1.201362602017e-03       5.461642995649e-01       5.460162954442e-01 
       1.356774416853e-05      -1.676115970059e-03      -1.257871831555e-03      -1.257871908444e-03      -1.257904431807e-03      -1.257980945596e-03       5.461642371897e-01       5.460162390230e-01 
       1.388377752871e-05      -1.755057142007e-03      -1.317153419684e-03      -1.317153503990e-03      -1.317187459625e-03      -1.317267663680e-03       5.461641910137e-01       5.460161990919e-01 
       1.420717225152e-05      -1.837713671734e-03      -1.379228828788e-03      -1.379228921228e-03      -1.379264366935e-03      -1.379348443306e-03       5.461641324377e-01       5.460161470552e-01 
       1.453809980510e-05      -1.924260203617e-03      -1.444229746339e-03      -1.444229847697e-03      -1.444266843069e-03      -1.444354983168e-03       5.461640694794e-01       5.460160909478e-01 
       1.487673565164e-05      -2.014879543032e-03      -1.512294048500e-03      -1.512294159636e-03      -1.512332766048e-03      -1.512425171170e-03       5.461640034190e-01       5.460160320488e-01 
       1.522325934033e-05      -2.109763010680e-03      -1.583566072436e-03      -1.583566194293e-03      -1.583606474888e-03      -1.583703356754e-03       5.461639218727e-01       5.460159580096e-01 
       1.557785460264e-05      -2.209111089122e-03      -1.658197108204e-03      -1.658197241816e-03      -1.658239261482e-03      -1.658340842834e-03       5.461638639432e-01       5.460159079481e-01 
       1.594070944965e-05      -2.313133333128e-03      -1.736345339840e-03      -1.736345486343e-03      -1.736389311668e-03      -1.736495826872e-03       5.461637896983e-01       5.460158419355e-01 
       1.631201627181e-05      -2.422049327014e-03      -1.818176571418e-03      -1.818176732054e-03      -1.818222431287e-03      -1.818334127000e-03       5.461637136452e-01       5.460157745010e-01 
       1.669197194091e-05      -2.536088855365e-03      -1.903864364771e-03      -1.903864540903e-03      -1.903912183881e-03      -1.904029319749e-03       5.461636323662e-01       5.460157022482e-01 
       1.708077791448e-05      -2.655492470971e-03      -1.993590476008e-03      -1.993590669131e-03      -1.993640327200e-03      -1.993763176600e-03       5.461635468642e-01       5.460156261945e-01 
       1.747864034259e-05      -2.780511964547e-03      -2.087545219510e-03      -2.087545431262e-03      -2.087597177177e-03      -2.087726028009e-03       5.461634559819e-01       5.460155451871e-01 
       1.788577017717e-05      -2.911410889836e-03      -2.185927870876e-03      -2.185928103058e-03      -2.185982010857e-03      -2.186117166387e-03       5.461633570652e-01       5.460154566655e-01 
       1.830238328384e-05      -3.048465180563e-03      -2.288947150753e-03      -2.288947405333e-03      -2.289003550197e-03      -2.289145329955e-03       5.461632601574e-01       5.460153706029e-01 
       1.872870055639e-05      -3.191963620884e-03      -2.396821585388e-03      -2.396821864524e-03      -2.396880322601e-03      -2.397029063340e-03       5.461631671563e-01       5.460152889390e-01 
       1.916494803388e-05      -3.342208359077e-03      -2.509779909855e-03      -2.509780215921e-03      -2.509841064118e-03      -2.509997120825e-03       5.461630602068e-01       5.460151938878e-01 
       1.961135702049e-05      -3.499515762880e-03      -2.628061730240e-03      -2.628062065830e-03      -2.628125381583e-03      -2.628289128577e-03       5.461629422347e-01       5.460150883757e-01 
       2.006816420819e-05      -3.664217076065e-03      -2.751918035221e-03      -2.751918403183e-03      -2.751984264182e-03      -2.752156096276e-03       5.461628345933e-01       5.460149937595e-01 
       2.053561180218e-05      -3.836658632748e-03      -2.881611373526e-03      -2.881611776988e-03      -2.881680260860e-03      -2.881860594587e-03       5.461627039515e-01       5.460148767955e-01 
       2.101394764937e-05      -4.017203369840e-03      -3.017417022312e-03      -3.017417464690e-03      -3.017488648637e-03      -3.017677923601e-03       5.461625864034e-01       5.460147735148e-01 
       2.150342536975e-05      -4.206230621987e-03      -3.159622847066e-03      -3.159623332115e-03      -3.159697292495e-03      -3.159895972763e-03       5.461624464566e-01       5.460146485185e-01 
       2.200430449090e-05      -4.404137818298e-03      -3.308530609643e-03      -3.308531141482e-03      -3.308607953351e-03      -3.308816528982e-03       5.461623078551e-01       5.460145255954e-01 
       2.251685058555e-05      -4.611340487097e-03      -3.464456003011e-03      -3.464456586157e-03      -3.464536322716e-03      -3.464755311375e-03       5.461621454038e-01       5.460143795750e-01 
       2.304133541243e-05      -4.828274022847e-03      -3.627730009157e-03      -3.627730648558e-03      -3.627813380564e-03      -3.628043329282e-03       5.461619986031e-01       5.460142499854e-01 
       2.357803706032e-05      -5.055393350339e-03      -3.798698690263e-03      -3.798699391334e-03      -3.798785186398e-03      -3.799026673399e-03       5.461618282549e-01       5.460140975922e-01 
       2.412724009557e-05      -5.293175003522e-03      -3.977724771211e-03      -3.977725539917e-03      -3.977814461746e-03      -3.978068098462e-03       5.461616481230e-01       5.460139363374e-01 
       2.468923571287e-05      -5.542117567428e-03      -4.165188046427e-03      -4.165188889278e-03      -4.165280996804e-03      -4.165547430015e-03       5.461614672754e-01       5.460137751750e-01 
       2.526432188975e-05      -5.802742722267e-03      -4.361486177748e-03      -4.361487101889e-03      -4.361582448285e-03      -4.361862362419e-03       5.461612891830e-01       5.460136177216e-01 
       2.585280354450e-05      -6.075595969243e-03      -4.567035321463e-03      -4.567036334744e-03      -4.567134966332e-03      -4.567429085905e-03       5.461610880748e-01       5.460134382195e-01 
       2.645499269790e-05      -6.361248652714e-03      -4.782271684146e-03      -4.782272795166e-03      -4.782374750199e-03      -4.782683842495e-03       5.461608909101e-01       5.460132636911e-01 
       2.707120863860e-05      -6.660297855098e-03      -5.007651523549e-03      -5.007652741739e-03      -5.007758049022e-03      -5.008082926904e-03       5.461606661864e-01       5.460130626904e-01 
       2.770177809245e-05      -6.973369065089e-03      -5.243653220667e-03      -5.243654556350e-03      -5.243763233723e-03      -5.244104758732e-03       5.461604512322e-01       5.460128725318e-01 
       2.834703539572e-05      -7.301115789153e-03      -5.490777048108e-03      -5.490778512622e-03      -5.490890565234e-03      -5.491249650845e-03       5.461602134180e-01       5.460126606958e-01 
       2.900732267237e-05      -7.644222278948e-03      -5.749547325068e-03      -5.749548930826e-03      -5.749664349251e-03      -5.750041964439e-03       5.461599691371e-01       5.460124436005e-01 
       2.968299001547e-05      -8.003404061805e-03      -6.020512888730e-03      -6.020514649375e-03      -6.020633407481e-03      -6.021030580531e-03       5.461597150443e-01       5.460122179958e-01 
       3.037439567277e-05      -8.379409510791e-03      -6.304248394890e-03      -6.304250325348e-03      -6.304372377952e-03      -6.304790200562e-03       5.461594443206e-01       5.460119770849e-01 
       3.108190623671e-05      -8.773021558694e-03      -6.601355699939e-03      -6.601357816586e-03      -6.601483096832e-03      -6.601922728558e-03       5.461591608481e-01       5.460117248254e-01 
       3.180589683875e-05      -9.185059007402e-03      -6.912464973857e-03      -6.912467294647e-03      -6.912595711099e-03      -6.913058384132e-03       5.461588640273e-01       5.460114606829e-01 
       3.254675134830e-05      -9.616378193171e-03      -7.238236074771e-03      -7.238238619408e-03      -7.238370052821e-03      -7.238857077149e-03       5.461585524443e-01       5.460111833424e-01 
       3.330486257622e-05      -1.006787465514e-02      -7.579359982577e-03      -7.579362772626e-03      -7.579497072382e-03      -7.580009841349e-03       5.461582270397e-01       5.460108937560e-01 
       3.408063248312e-05      -1.054048487401e-02      -7.936560217008e-03      -7.936563276143e-03      -7.936700256277e-03      -7.937240252606e-03       5.461578866565e-01       5.460105908642e-01 
