#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053192228997e-05      -5.471916234758e-04      -4.104736102958e-04      -4.104736267939e-04      -4.105181296242e-04      -4.105454221242e-04       5.919816777119e-01       5.916624059909e-01 
       1.077724227458e-05      -5.729746895327e-04      -4.298186173613e-04      -4.298186354509e-04      -4.298652064096e-04      -4.298938108823e-04       5.919816458150e-01       5.916623783294e-01 
       1.102827649569e-05      -5.999723592127e-04      -4.500753206878e-04      -4.500753405226e-04      -4.501240742576e-04      -4.501540550152e-04       5.919816069492e-01       5.916623438115e-01 
       1.128515805497e-05      -6.282418464598e-04      -4.712867024469e-04      -4.712867241954e-04      -4.713377195445e-04      -4.713691441708e-04       5.919815805938e-01       5.916623220837e-01 
       1.154802315443e-05      -6.578430015161e-04      -4.934977290493e-04      -4.934977528957e-04      -4.935511130528e-04      -4.935840525784e-04       5.919815349779e-01       5.916622811857e-01 
       1.181701116863e-05      -6.888385521420e-04      -5.167555324435e-04      -5.167555585905e-04      -5.168113912905e-04      -5.168459203803e-04       5.919814944535e-01       5.916622456919e-01 
       1.209226471856e-05      -7.212941450432e-04      -5.411094422109e-04      -5.411094708807e-04      -5.411678885758e-04      -5.412040857301e-04       5.919814551471e-01       5.916622117296e-01 
       1.237392974730e-05      -7.552785096578e-04      -5.666111091955e-04      -5.666111406311e-04      -5.666722606791e-04      -5.667102084434e-04       5.919814086891e-01       5.916621707806e-01 
       1.266215559739e-05      -7.908636221584e-04      -5.933146291185e-04      -5.933146635868e-04      -5.933786084465e-04      -5.934183936355e-04       5.919813607189e-01       5.916621286230e-01 
       1.295709508998e-05      -8.281248413538e-04      -6.212766457447e-04      -6.212766835384e-04      -6.213435809660e-04      -6.213852949033e-04       5.919813121714e-01       5.916620861348e-01 
       1.325890460589e-05      -8.671410650278e-04      -6.505564691030e-04      -6.505565105427e-04      -6.506264937976e-04      -6.506702325663e-04       5.919812626343e-01       5.916620428994e-01 
       1.356774416853e-05      -9.079948919637e-04      -6.812161981191e-04      -6.812162435563e-04      -6.812894516090e-04      -6.813353163201e-04       5.919812056058e-01       5.916619924464e-01 
       1.388377752871e-05      -9.507728283747e-04      -7.133208766129e-04      -7.133209264339e-04      -7.133975041842e-04      -7.134456012614e-04       5.919811510324e-01       5.916619448400e-01 
       1.420717225152e-05      -9.955654212658e-04      -7.469385951199e-04      -7.469386497473e-04      -7.470187482366e-04      -7.470691897232e-04       5.919810924399e-01       5.916618935227e-01 
       1.453809980510e-05      -1.042467486751e-03      -7.821406632255e-04      -7.821407231229e-04      -7.822244997638e-04      -7.822774036413e-04       5.919810320600e-01       5.916618407723e-01 
       1.487673565164e-05      -1.091578285107e-03      -8.190017426000e-04      -8.190018082758e-04      -8.190894270769e-04      -8.191449176100e-04       5.919809647997e-01       5.916617814570e-01 
       1.522325934033e-05      -1.143001725223e-03      -8.576000023945e-04      -8.576000744064e-04      -8.576917062036e-04      -8.577499143045e-04       5.919808797537e-01       5.916617047543e-01 
       1.557785460264e-05      -1.196846723621e-03      -8.980173904386e-04      -8.980174693977e-04      -8.981132920987e-04      -8.981743557240e-04       5.919808290182e-01       5.916616627975e-01 
       1.594070944965e-05      -1.253227093498e-03      -9.403395519737e-04      -9.403396385503e-04      -9.404398373554e-04      -9.405039019100e-04       5.919807545355e-01       5.916615974777e-01 
       1.631201627181e-05      -1.312262152020e-03      -9.846562879196e-04      -9.846563828482e-04      -9.847611505015e-04      -9.848283692909e-04       5.919806774155e-01       5.916615299487e-01 
       1.669197194091e-05      -1.374076774642e-03      -1.031061598009e-03      -1.031061702096e-03      -1.031171239123e-03      -1.031241773823e-03       5.919805969578e-01       5.916614595397e-01 
       1.708077791448e-05      -1.438801697603e-03      -1.079653910730e-03      -1.079654024858e-03      -1.079768539809e-03      -1.079842560971e-03       5.919805118973e-01       5.916613849891e-01 
       1.747864034259e-05      -1.506573781401e-03      -1.130536284159e-03      -1.130536409296e-03      -1.130656118980e-03      -1.130733806570e-03       5.919804162650e-01       5.916613002900e-01 
       1.788577017717e-05      -1.577536384606e-03      -1.183816688981e-03      -1.183816826191e-03      -1.183941955926e-03      -1.184023499906e-03       5.919803328803e-01       5.916612285747e-01 
       1.830238328384e-05      -1.651839469827e-03      -1.239608093725e-03      -1.239608244173e-03      -1.239739028008e-03      -1.239824628944e-03       5.919802378860e-01       5.916611456425e-01 
       1.872870055639e-05      -1.729640124436e-03      -1.298028857768e-03      -1.298029022727e-03      -1.298165703681e-03      -1.298255573410e-03       5.919801411890e-01       5.916610615023e-01 
       1.916494803388e-05      -1.811102731747e-03      -1.359202864281e-03      -1.359203045154e-03      -1.359345875433e-03      -1.359440237763e-03       5.919800285148e-01       5.916609620973e-01 
       1.961135702049e-05      -1.896399500760e-03      -1.423259923846e-03      -1.423260122168e-03      -1.423409363388e-03      -1.423508454864e-03       5.919799229582e-01       5.916608704130e-01 
       2.006816420819e-05      -1.985710582598e-03      -1.490335867049e-03      -1.490336084502e-03      -1.490492007885e-03      -1.490596078589e-03       5.919798074132e-01       5.916607693335e-01 
       2.053561180218e-05      -2.079224637297e-03      -1.560572973716e-03      -1.560573212151e-03      -1.560736098719e-03      -1.560845413145e-03       5.919796839150e-01       5.916606611298e-01 
       2.101394764937e-05      -2.177139109293e-03      -1.634120190304e-03      -1.634120451737e-03      -1.634290592482e-03      -1.634405430466e-03       5.919795409813e-01       5.916605340171e-01 
       2.150342536975e-05      -2.279660837146e-03      -1.711133589614e-03      -1.711133876265e-03      -1.711311572316e-03      -1.711432230042e-03       5.919794051853e-01       5.916604148091e-01 
       2.200430449090e-05      -2.387006206063e-03      -1.791776496287e-03      -1.791776810591e-03      -1.791962373334e-03      -1.792089164402e-03       5.919792656695e-01       5.916602927703e-01 
       2.251685058555e-05      -2.499401804129e-03      -1.876219986729e-03      -1.876220331355e-03      -1.876414082544e-03      -1.876547339131e-03       5.919791299650e-01       5.916601754091e-01 
       2.304133541243e-05      -2.617084726946e-03      -1.964643127875e-03      -1.964643505747e-03      -1.964845777564e-03      -1.964985851659e-03       5.919789827535e-01       5.916600474500e-01 
       2.357803706032e-05      -2.740303144109e-03      -2.057233413422e-03      -2.057233827741e-03      -2.057444962836e-03      -2.057592227577e-03       5.919788078433e-01       5.916598924214e-01 
       2.412724009557e-05      -2.869317102790e-03      -2.154187373697e-03      -2.154187827987e-03      -2.154408179493e-03      -2.154563030608e-03       5.919786456273e-01       5.916597513441e-01 
       2.468923571287e-05      -3.004398466092e-03      -2.255710548789e-03      -2.255711046902e-03      -2.255940978353e-03      -2.256103835699e-03       5.919784655517e-01       5.916595930827e-01 
       2.526432188975e-05      -3.145832006695e-03      -2.362018316287e-03      -2.362018862442e-03      -2.362258747671e-03      -2.362430056914e-03       5.919782780076e-01       5.916594284946e-01 
       2.585280354450e-05      -3.293915761844e-03      -2.473336177801e-03      -2.473336776640e-03      -2.473586999612e-03      -2.473767234010e-03       5.919780869002e-01       5.916592614145e-01 
       2.645499269790e-05      -3.448961640139e-03      -2.589900225456e-03      -2.589900882063e-03      -2.590161836619e-03      -2.590351498968e-03       5.919778860992e-01       5.916590858359e-01 
       2.707120863860e-05      -3.611296141296e-03      -2.711957706724e-03      -2.711958426670e-03      -2.712230516212e-03      -2.712430140926e-03       5.919776772742e-01       5.916589034714e-01 
       2.770177809245e-05      -3.781260930566e-03      -2.839767471582e-03      -2.839768260969e-03      -2.840051898028e-03      -2.840262053399e-03       5.919774512088e-01       5.916587050042e-01 
       2.834703539572e-05      -3.959213729053e-03      -2.973600659537e-03      -2.973601525067e-03      -2.973897130793e-03      -2.974118421431e-03       5.919772180971e-01       5.916585008253e-01 
       2.900732267237e-05      -4.145528864249e-03      -3.113741142679e-03      -3.113742091689e-03      -3.114050095207e-03      -3.114283164666e-03       5.919769780421e-01       5.916582910100e-01 
       2.968299001547e-05      -4.340598030915e-03      -3.260486116370e-03      -3.260487156923e-03      -3.260807994559e-03      -3.261053528178e-03       5.919767210393e-01       5.916580657832e-01 
       3.037439567277e-05      -4.544831267035e-03      -3.414146866543e-03      -3.414148007463e-03      -3.414482121837e-03      -3.414740849822e-03       5.919764532717e-01       5.916578312259e-01 
       3.108190623671e-05      -4.758657632833e-03      -3.575049306454e-03      -3.575050557422e-03      -3.575398396361e-03      -3.575671097106e-03       5.919761728905e-01       5.916575856173e-01 
       3.180589683875e-05      -4.982526146849e-03      -3.743534715014e-03      -3.743536086642e-03      -3.743898101919e-03      -3.744185605609e-03       5.919758793017e-01       5.916573284365e-01 
       3.254675134830e-05      -5.216906713025e-03      -3.919960467269e-03      -3.919961971208e-03      -3.920338617069e-03      -3.920641809582e-03       5.919755738394e-01       5.916570612186e-01 
       3.330486257622e-05      -5.462290990498e-03      -4.104700739870e-03      -4.104702388864e-03      -4.105094120335e-03      -4.105413947453e-03       5.919752519424e-01       5.916567792345e-01 
       3.408063248312e-05      -5.719193493719e-03      -4.298147364819e-03      -4.298149172868e-03      -4.298556443794e-03      -4.298893915786e-03       5.919749124622e-01       5.916564815107e-01 
       3.487447239247e-05      -5.988152640773e-03      -4.500710683094e-03      -4.500712665502e-03      -4.501135926319e-03      -4.501492122909e-03       5.919745601494e-01       5.916561728699e-01 
       3.568680320870e-05      -6.269731707013e-03      -4.712820295981e-03      -4.712822469587e-03      -4.713262164749e-03      -4.713638240490e-03       5.919741894242e-01       5.916558479594e-01 
       3.651805564037e-05      -6.564520175900e-03      -4.934926151512e-03      -4.934928534780e-03      -4.935385099885e-03      -4.935782289991e-03       5.919738071418e-01       5.916555137546e-01 
       3.736867042850e-05      -6.873134504347e-03      -5.167499203342e-03      -5.167501816420e-03      -5.167975674878e-03      -5.168395301561e-03       5.919733970150e-01       5.916551536558e-01 
       3.823909858034e-05      -7.196220053942e-03      -5.411032875178e-03      -5.411035740286e-03      -5.411527299634e-03      -5.411970778981e-03       5.919729746664e-01       5.916547839711e-01 
       3.912980160839e-05      -7.534451643875e-03      -5.666043623625e-03      -5.666046765043e-03      -5.666556412701e-03      -5.667025262148e-03       5.919725308008e-01       5.916543951418e-01 
