#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.622454E+07   0.622454E+07   0.829904E+07   0.829904E+07   0.000000E+00   0.622454E+07   0.622454E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.111891E-01
   0.563498E-05   0.622454E+07   0.622454E+07   0.829902E+07   0.829902E+07   0.000000E+00   0.622454E+07   0.622454E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.115683E-01
   0.582598E-05   0.622453E+07   0.622453E+07   0.829900E+07   0.829900E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.119604E-01
   0.602345E-05   0.622453E+07   0.622453E+07   0.829897E+07   0.829897E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.123658E-01
   0.622761E-05   0.622453E+07   0.622453E+07   0.829894E+07   0.829894E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.127849E-01
   0.643870E-05   0.622453E+07   0.622453E+07   0.829891E+07   0.829891E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.132183E-01
   0.665694E-05   0.622453E+07   0.622453E+07   0.829888E+07   0.829888E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.136663E-01
   0.688258E-05   0.622453E+07   0.622453E+07   0.829884E+07   0.829884E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.141295E-01
   0.711586E-05   0.622453E+07   0.622453E+07   0.829881E+07   0.829880E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.146085E-01
   0.735706E-05   0.622453E+07   0.622453E+07   0.829877E+07   0.829877E+07   0.000000E+00   0.622453E+07   0.622453E+07   0.623423E+07  -0.596698E+00   0.611162E+07   0.611162E+07   0.151036E-01
