#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.152168E+08   0.152168E+08   0.202870E+08   0.202870E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.450581E-02
   0.563498E-05   0.152168E+08   0.152168E+08   0.202868E+08   0.202868E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.465853E-02
   0.582598E-05   0.152168E+08   0.152168E+08   0.202867E+08   0.202867E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.481643E-02
   0.602345E-05   0.152168E+08   0.152168E+08   0.202865E+08   0.202865E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.497968E-02
   0.622761E-05   0.152168E+08   0.152168E+08   0.202863E+08   0.202863E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.514846E-02
   0.643870E-05   0.152168E+08   0.152168E+08   0.202861E+08   0.202861E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.532297E-02
   0.665694E-05   0.152168E+08   0.152168E+08   0.202859E+08   0.202859E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.550339E-02
   0.688258E-05   0.152168E+08   0.152168E+08   0.202857E+08   0.202857E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.568992E-02
   0.711586E-05   0.152168E+08   0.152168E+08   0.202855E+08   0.202855E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.588278E-02
   0.735706E-05   0.152168E+08   0.152168E+08   0.202852E+08   0.202852E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.608217E-02
   0.760642E-05   0.152168E+08   0.152168E+08   0.202850E+08   0.202850E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.628833E-02
   0.786424E-05   0.152168E+08   0.152168E+08   0.202847E+08   0.202847E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.650147E-02
   0.813080E-05   0.152168E+08   0.152168E+08   0.202844E+08   0.202844E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.672183E-02
   0.840640E-05   0.152168E+08   0.152168E+08   0.202841E+08   0.202841E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546152E+00   0.116260E+08   0.116260E+08   0.694966E-02
   0.869133E-05   0.152168E+08   0.152168E+08   0.202837E+08   0.202837E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.718521E-02
   0.898593E-05   0.152168E+08   0.152168E+08   0.202834E+08   0.202833E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.742875E-02
   0.929051E-05   0.152168E+08   0.152168E+08   0.202830E+08   0.202829E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.768054E-02
   0.960541E-05   0.152168E+08   0.152168E+08   0.202825E+08   0.202825E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.794086E-02
   0.993099E-05   0.152168E+08   0.152168E+08   0.202821E+08   0.202821E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.821001E-02
   0.102676E-04   0.152168E+08   0.152168E+08   0.202816E+08   0.202816E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.848828E-02
   0.106156E-04   0.152168E+08   0.152168E+08   0.202811E+08   0.202811E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.877598E-02
   0.109754E-04   0.152168E+08   0.152168E+08   0.202805E+08   0.202805E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.907343E-02
   0.113475E-04   0.152168E+08   0.152168E+08   0.202799E+08   0.202799E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.938096E-02
   0.117321E-04   0.152168E+08   0.152168E+08   0.202793E+08   0.202793E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.969891E-02
   0.121297E-04   0.152168E+08   0.152168E+08   0.202786E+08   0.202786E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.100276E-01
   0.125409E-04   0.152168E+08   0.152168E+08   0.202779E+08   0.202779E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.103675E-01
   0.129659E-04   0.152168E+08   0.152168E+08   0.202772E+08   0.202771E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.107189E-01
   0.134054E-04   0.152168E+08   0.152168E+08   0.202763E+08   0.202763E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.110822E-01
   0.138598E-04   0.152168E+08   0.152168E+08   0.202754E+08   0.202754E+08   0.000000E+00   0.152168E+08   0.152168E+08   0.152257E+08  -0.546151E+00   0.116260E+08   0.116260E+08   0.114578E-01
