#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.545024E-05   0.823822E+07   0.823822E+07   0.109837E+08   0.109837E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.859281E-02
   0.563498E-05   0.823822E+07   0.823822E+07   0.109837E+08   0.109837E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.888406E-02
   0.582598E-05   0.823822E+07   0.823822E+07   0.109836E+08   0.109836E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.918518E-02
   0.602345E-05   0.823822E+07   0.823822E+07   0.109836E+08   0.109836E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.949651E-02
   0.622761E-05   0.823822E+07   0.823822E+07   0.109835E+08   0.109835E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.981840E-02
   0.643870E-05   0.823822E+07   0.823822E+07   0.109835E+08   0.109835E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.101512E-01
   0.665694E-05   0.823822E+07   0.823822E+07   0.109834E+08   0.109834E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.104953E-01
   0.688258E-05   0.823822E+07   0.823822E+07   0.109834E+08   0.109833E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.108510E-01
   0.711586E-05   0.823822E+07   0.823822E+07   0.109833E+08   0.109833E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.112188E-01
   0.735706E-05   0.823822E+07   0.823822E+07   0.109832E+08   0.109832E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.115990E-01
   0.760642E-05   0.823822E+07   0.823822E+07   0.109831E+08   0.109831E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.119922E-01
   0.786424E-05   0.823822E+07   0.823822E+07   0.109831E+08   0.109831E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824785E+07  -0.591904E+00   0.790076E+07   0.790076E+07   0.123987E-01
   0.813080E-05   0.823822E+07   0.823822E+07   0.109830E+08   0.109830E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824784E+07  -0.591904E+00   0.790075E+07   0.790075E+07   0.128189E-01
   0.840640E-05   0.823822E+07   0.823822E+07   0.109829E+08   0.109829E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824784E+07  -0.591904E+00   0.790075E+07   0.790075E+07   0.132534E-01
   0.869133E-05   0.823822E+07   0.823822E+07   0.109828E+08   0.109828E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824784E+07  -0.591904E+00   0.790075E+07   0.790075E+07   0.137026E-01
   0.898593E-05   0.823822E+07   0.823822E+07   0.109827E+08   0.109827E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824784E+07  -0.591904E+00   0.790075E+07   0.790075E+07   0.141671E-01
   0.929051E-05   0.823822E+07   0.823822E+07   0.109826E+08   0.109826E+08   0.000000E+00   0.823822E+07   0.823822E+07   0.824784E+07  -0.591904E+00   0.790075E+07   0.790075E+07   0.146473E-01
