#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053481227383e-05      -4.137700397879e-04      -3.103728240146e-04      -3.103728357001e-04      -3.106129165552e-04      -3.104469162500e-04       5.968312815003e-01       5.963923756997e-01 
       1.078019957481e-05      -4.332674215840e-04      -3.250002300954e-04      -3.250002429082e-04      -3.252515604789e-04      -3.250778117391e-04       5.968312471986e-01       5.963923456149e-01 
       1.103130268029e-05      -4.536833981879e-04      -3.403170038397e-04      -3.403170178887e-04      -3.405800942255e-04      -3.403982391061e-04       5.968312123064e-01       5.963923151399e-01 
       1.128825472847e-05      -4.750612319721e-04      -3.563556326711e-04      -3.563556480756e-04      -3.566310291061e-04      -3.564406934908e-04       5.968311745385e-01       5.963922821168e-01 
       1.155119195872e-05      -4.974462216621e-04      -3.731501353185e-04      -3.731501522089e-04      -3.734384087919e-04      -3.732392016991e-04       5.968311325349e-01       5.963922447427e-01 
       1.182025378385e-05      -5.208858012368e-04      -3.907361360381e-04      -3.907361545581e-04      -3.910378835883e-04      -3.908293964444e-04       5.968310876206e-01       5.963922049380e-01 
       1.209558286399e-05      -5.454296436414e-04      -4.091509432088e-04      -4.091509635155e-04      -4.094667890606e-04      -4.092485949585e-04       5.968310490472e-01       5.963921715425e-01 
       1.237732518227e-05      -5.711297340536e-04      -4.284336044839e-04      -4.284336267496e-04      -4.287642012396e-04      -4.285358541583e-04       5.968309992723e-01       5.963921274414e-01 
       1.266563012220e-05      -5.980405372654e-04      -4.486250328967e-04      -4.486250573106e-04      -4.489710627749e-04      -4.487320967799e-04       5.968309549076e-01       5.963920889004e-01 
       1.296065054687e-05      -6.262190501108e-04      -4.697680467831e-04      -4.697680735521e-04      -4.701302228982e-04      -4.698801513098e-04       5.968309025508e-01       5.963920425561e-01 
       1.326254288001e-05      -6.557249733847e-04      -4.919074991611e-04      -4.919075285126e-04      -4.922865668680e-04      -4.920248813962e-04       5.968308500977e-01       5.963919964924e-01 
       1.357146718894e-05      -6.866208096886e-04      -5.150903519857e-04      -5.150903841688e-04      -5.154870902628e-04      -5.152132601188e-04       5.968307990695e-01       5.963919521099e-01 
       1.388758726941e-05      -7.189719926595e-04      -5.393657735811e-04      -5.393658088692e-04      -5.397809964659e-04      -5.394944674456e-04       5.968307430952e-01       5.963919031101e-01 
       1.421107073247e-05      -7.528470397756e-04      -5.647852542535e-04      -5.647852929458e-04      -5.652198123389e-04      -5.649200058705e-04       5.968306820914e-01       5.963918493643e-01 
       1.454208909334e-05      -7.883176915190e-04      -5.914027113123e-04      -5.914027537376e-04      -5.918574932965e-04      -5.915438054605e-04       5.968306158982e-01       5.963917909992e-01 
       1.488081786234e-05      -8.254590767171e-04      -6.192746142275e-04      -6.192746607456e-04      -6.197505485200e-04      -6.194223490399e-04       5.968305546132e-01       5.963917376490e-01 
       1.522743663794e-05      -8.643498253615e-04      -6.484600700483e-04      -6.484601210541e-04      -6.489581264241e-04      -6.486147576304e-04       5.968304859974e-01       5.963916773644e-01 
       1.558212920200e-05      -9.050722849659e-04      -6.790209869713e-04      -6.790210428987e-04      -6.795421782980e-04      -6.791829540563e-04       5.968304132120e-01       5.963916135966e-01 
       1.594508361722e-05      -9.477126781411e-04      -7.110221940699e-04      -7.110222553922e-04      -7.115675780809e-04      -7.111917826979e-04       5.968303406701e-01       5.963915501268e-01 
       1.631649232683e-05      -9.923612580646e-04      -7.445315585032e-04      -7.445316257413e-04      -7.451022396364e-04      -7.447091267336e-04       5.968302595334e-01       5.963914787122e-01 
       1.669655225665e-05      -1.039112549492e-03      -7.796201684749e-04      -7.796202421994e-04      -7.802172997767e-04      -7.798060911352e-04       5.968301786632e-01       5.963914078349e-01 
       1.708546491948e-05      -1.088065495093e-03      -8.163624441627e-04      -8.163625250006e-04      -8.169872292430e-04      -8.165571136255e-04       5.968300928796e-01       5.963913328610e-01 
       1.748343652196e-05      -1.139323691595e-03      -8.548363174536e-04      -8.548364060893e-04      -8.554900124920e-04      -8.550401444486e-04       5.968300003964e-01       5.963912513377e-01 
