#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053481227383e-05      -1.224882894438e-05      -9.186649323962e-06      -9.186649719990e-06      -1.113301179295e-05      -9.289353660435e-06       6.142968863264e-01       5.964172353658e-01 
       1.078019957481e-05      -1.282609644567e-05      -9.619602614229e-06      -9.619603048467e-06      -1.165769261443e-05      -9.727147200267e-06       6.142968697340e-01       5.964172234703e-01 
       1.103130268029e-05      -1.343056961162e-05      -1.007296041005e-05      -1.007296088618e-05      -1.220710077502e-05      -1.018557335479e-05       6.142968570195e-01       5.964172150867e-01 
       1.128825472847e-05      -1.406353050175e-05      -1.054768428085e-05      -1.054768480292e-05      -1.278240154364e-05      -1.066560444264e-05       6.142968430608e-01       5.964172058151e-01 
       1.155119195872e-05      -1.472632100692e-05      -1.104478067196e-05      -1.104478124440e-05      -1.338481457028e-05      -1.116825815999e-05       6.142968023108e-01       5.964171677280e-01 
       1.182025378385e-05      -1.542034908719e-05      -1.156530558326e-05      -1.156530621093e-05      -1.401561955479e-05      -1.169460231140e-05       6.142968162053e-01       5.964171883243e-01 
       1.209558286399e-05      -1.614708382068e-05      -1.211036085602e-05      -1.211036154424e-05      -1.467615174862e-05      -1.224575105530e-05       6.142967705827e-01       5.964171465259e-01 
       1.237732518227e-05      -1.690806983160e-05      -1.268110499424e-05      -1.268110574886e-05      -1.536781506594e-05      -1.282287584613e-05       6.142967808685e-01       5.964171642226e-01 
       1.266563012220e-05      -1.770491889899e-05      -1.327874687151e-05      -1.327874769894e-05      -1.609207445941e-05      -1.342719907095e-05       6.142967641439e-01       5.964171534585e-01 
       1.296065054687e-05      -1.853932096899e-05      -1.390455399053e-05      -1.390455489778e-05      -1.685046592769e-05      -1.406000240122e-05       6.142967151958e-01       5.964171093016e-01 
       1.326254288001e-05      -1.941304774369e-05      -1.455985517513e-05      -1.455985616991e-05      -1.764459977688e-05      -1.472262951491e-05       6.142966956993e-01       5.964170963889e-01 
       1.357146718894e-05      -2.032795154036e-05      -1.524603971506e-05      -1.524604080581e-05      -1.847615958537e-05      -1.541648523175e-05       6.142966747439e-01       5.964170821244e-01 
       1.388758726941e-05      -2.128597294423e-05      -1.596456310607e-05      -1.596456430206e-05      -1.934690915842e-05      -1.614304131744e-05       6.142966522236e-01       5.964170667519e-01 
       1.421107073247e-05      -2.228914398443e-05      -1.671694943228e-05      -1.671695074366e-05      -2.025869541483e-05      -1.690383889265e-05       6.142966289702e-01       5.964170509847e-01 
       1.454208909334e-05      -2.333959244900e-05      -1.750479460304e-05      -1.750479604094e-05      -2.121345230904e-05      -1.770049170600e-05       6.142966049440e-01       5.964170346567e-01 
       1.488081786234e-05      -2.443954640045e-05      -1.832976974013e-05      -1.832977131675e-05      -2.221320493522e-05      -1.853468955914e-05       6.142965795742e-01       5.964170175880e-01 
       1.522743663794e-05      -2.559133888261e-05      -1.919362470852e-05      -1.919362643725e-05      -2.326007380547e-05      -1.940820187701e-05       6.142965529787e-01       5.964169994299e-01 
       1.558212920200e-05      -2.679741295790e-05      -2.009819189508e-05      -2.009819379060e-05      -2.435627942805e-05      -2.032288152865e-05       6.142965258616e-01       5.964169814274e-01 
       1.594508361722e-05      -2.806032895397e-05      -2.104539164430e-05      -2.104539372269e-05      -2.550414889346e-05      -2.128067032375e-05       6.142965475758e-01       5.964170144242e-01 
