#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053481227383e-05      -1.509129407089e-04      -1.131906964858e-04      -1.131906972483e-04      -1.138399790140e-04      -1.132695784446e-04       6.010598062408e-01       5.997494214243e-01 
       1.078019957481e-05      -1.580248491319e-04      -1.185252057916e-04      -1.185252066276e-04      -1.192050472616e-04      -1.186078041614e-04       6.010597773236e-01       5.997493968856e-01 
       1.103130268029e-05      -1.654718930160e-04      -1.241111224546e-04      -1.241111233713e-04      -1.248229591291e-04      -1.241976122706e-04       6.010597472565e-01       5.997493716815e-01 
       1.128825472847e-05      -1.732698628337e-04      -1.299602947104e-04      -1.299602957156e-04      -1.307056301599e-04      -1.300508592458e-04       6.010597152496e-01       5.997493447305e-01 
       1.155119195872e-05      -1.814352930465e-04      -1.360851293034e-04      -1.360851304055e-04      -1.368655375419e-04      -1.361799604566e-04       6.010596809518e-01       5.997493153806e-01 
       1.182025378385e-05      -1.899854979255e-04      -1.424986184034e-04      -1.424986196119e-04      -1.433157471757e-04      -1.425979171040e-04       6.010596466953e-01       5.997492864164e-01 
       1.209558286399e-05      -1.989386053529e-04      -1.492143650155e-04      -1.492143663405e-04      -1.500699392126e-04      -1.493183416475e-04       6.010596095135e-01       5.997492543705e-01 
       1.237732518227e-05      -2.083135990107e-04      -1.562466146750e-04      -1.562466161279e-04      -1.571424399400e-04      -1.563554895222e-04       6.010595713901e-01       5.997492222830e-01 
       1.266563012220e-05      -2.181303552212e-04      -1.636102831521e-04      -1.636102847451e-04      -1.645482496155e-04      -1.637242868620e-04       6.010595306329e-01       5.997491871040e-01 
       1.296065054687e-05      -2.284096876716e-04      -1.713209900576e-04      -1.713209918044e-04      -1.723030762735e-04      -1.714403641291e-04       6.010594885489e-01       5.997491514120e-01 
       1.326254288001e-05      -2.391733893700e-04      -1.793950904009e-04      -1.793950923162e-04      -1.804233674437e-04      -1.795200876931e-04       6.010594438001e-01       5.997491132093e-01 
       1.357146718894e-05      -2.504442805872e-04      -1.878497106230e-04      -1.878497127231e-04      -1.889263463823e-04      -1.879805958891e-04       6.010593975326e-01       5.997490740114e-01 
       1.388758726941e-05      -2.622462557923e-04      -1.967027838992e-04      -1.967027862018e-04      -1.978300475637e-04      -1.968398343447e-04       6.010593490940e-01       5.997490328495e-01 
