#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ncdm[0]              6:d_tot                  7:phi                    8:psi                
       1.053481227383e-05      -5.474898009332e-04      -4.106972587961e-04      -4.106972752846e-04      -4.108756370131e-04      -4.107701173345e-04       5.919922382854e-01       5.916673201058e-01 
       1.078019957481e-05      -5.732869157887e-04      -4.300528039366e-04      -4.300528220159e-04      -4.302394998803e-04      -4.301290931429e-04       5.919922028136e-01       5.916672888275e-01 
       1.103130268029e-05      -6.002993040505e-04      -4.503205478217e-04      -4.503205676452e-04      -4.505159449108e-04      -4.504004290846e-04       5.919921682053e-01       5.916672586167e-01 
       1.128825472847e-05      -6.285841855267e-04      -4.715434770138e-04      -4.715434987500e-04      -4.717479759074e-04      -4.716271192989e-04       5.919921293524e-01       5.916672244288e-01 
       1.155119195872e-05      -6.582014660842e-04      -4.937665997169e-04      -4.937666235498e-04      -4.939806190432e-04      -4.938541799198e-04       5.919920771224e-01       5.916671768715e-01 
       1.182025378385e-05      -6.892139075202e-04      -5.170370733479e-04      -5.170370994801e-04      -5.172610504817e-04      -5.171287766714e-04       5.919920345471e-01       5.916671393589e-01 
       1.209558286399e-05      -7.216871856901e-04      -5.414042494720e-04      -5.414042781251e-04      -5.416386412983e-04      -5.415002698076e-04       5.919919917837e-01       5.916671018041e-01 
       1.237732518227e-05      -7.556900694581e-04      -5.669198083760e-04      -5.669198397936e-04      -5.671650921230e-04      -5.670203487117e-04       5.919919431473e-01       5.916670587586e-01 
       1.266563012220e-05      -7.912945780032e-04      -5.936378781615e-04      -5.936379126101e-04      -5.938945522294e-04      -5.937431510077e-04       5.919918949776e-01       5.916670163881e-01 
       1.296065054687e-05      -8.285761052568e-04      -6.216151289835e-04      -6.216151667554e-04      -6.218837138253e-04      -6.217253568160e-04       5.919918457453e-01       5.916669731930e-01 
       1.326254288001e-05      -8.676135740249e-04      -6.509108895441e-04      -6.509109309599e-04      -6.511919285561e-04      -6.510263052674e-04       5.919917820123e-01       5.916669157751e-01 
