#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.544594E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245868E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.244751E+00
   0.563053E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245868E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.253047E+00
   0.582137E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245868E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183542E+06   0.183542E+06   0.261624E+00
   0.601869E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245868E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.270492E+00
   0.622269E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245868E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.279660E+00
   0.643361E-05   0.184401E+06   0.184401E+06   0.245868E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.289140E+00
   0.665168E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183543E+06   0.298940E+00
   0.687714E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183543E+06   0.183542E+06   0.309073E+00
   0.711024E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183542E+06   0.183542E+06   0.319549E+00
   0.735124E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183542E+06   0.183542E+06   0.330380E+00
   0.760042E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605356E+00   0.183542E+06   0.183542E+06   0.341578E+00
   0.785803E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.353156E+00
   0.812438E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.365126E+00
   0.839976E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.377502E+00
   0.868447E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.390298E+00
   0.897883E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.403527E+00
   0.928317E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.417204E+00
   0.959782E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.431346E+00
   0.992314E-05   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.445966E+00
   0.102595E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.461082E+00
   0.106072E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223125E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.476710E+00
   0.109668E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.492869E+00
   0.113385E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.509574E+00
   0.117228E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.526847E+00
   0.121202E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.544704E+00
   0.125310E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245867E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.563167E+00
   0.129557E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245866E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.582255E+00
   0.133948E-04   0.184401E+06   0.184401E+06   0.245867E+06   0.245866E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.601991E+00
   0.138489E-04   0.184401E+06   0.184401E+06   0.245866E+06   0.245866E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.622396E+00
   0.143183E-04   0.184401E+06   0.184401E+06   0.245866E+06   0.245866E+06   0.223124E+06   0.185145E+06   0.184401E+06   0.190593E+06  -0.605355E+00   0.183542E+06   0.183542E+06   0.643492E+00
