1.052849924075e-05	9.999999557252e-01	1.040832917806e+00	1.054789629034e+00	1.054789595054e+00	9.896581246747e-01
1.325459524223e-05	9.999999298292e-01	1.040832029870e+00	1.054789567344e+00	1.054789513497e+00	9.896577647829e-01
1.668654677350e-05	9.999998887863e-01	1.040830622586e+00	1.054789469917e+00	1.054789384552e+00	9.896571946900e-01
2.100711776825e-05	9.999998237386e-01	1.040828392197e+00	1.054789316129e+00	1.054789180837e+00	9.896562918312e-01
2.644639438700e-05	9.999997206444e-01	1.040824857280e+00	1.054789070295e+00	1.054788855888e+00	9.896548587991e-01
3.329403794412e-05	9.999995572510e-01	1.040819254843e+00	1.054788680469e+00	1.054788340649e+00	9.896525873868e-01
4.191471042909e-05	9.999992982895e-01	1.040810375654e+00	1.054788063242e+00	1.054787524649e+00	9.896489880917e-01
5.276749408718e-05	9.999988878628e-01	1.040796303271e+00	1.054787084309e+00	1.054786230707e+00	9.896432829694e-01
6.643033922305e-05	9.999982373797e-01	1.040774000514e+00	1.054785531554e+00	1.054784178702e+00	9.896342399193e-01
8.363084216200e-05	9.999972064285e-01	1.040738654192e+00	1.054783072478e+00	1.054780928354e+00	9.896199100568e-01
1.052849924075e-04	9.999955724746e-01	1.040682636981e+00	1.054779173972e+00	1.054775775765e+00	9.895971989405e-01
1.325459524223e-04	9.999929828071e-01	1.040593863053e+00	1.054772997708e+00	1.054767611898e+00	9.895612099795e-01
1.668654677350e-04	9.999888784012e-01	1.040453184364e+00	1.054763210304e+00	1.054754674365e+00	9.895041808794e-01
2.100711776825e-04	9.999823732119e-01	1.040230270144e+00	1.054747700645e+00	1.054734172061e+00	9.894138189783e-01
2.644639438700e-04	9.999720628100e-01	1.039877091633e+00	1.054723128806e+00	1.054701687363e+00	9.892706664907e-01
3.329403794412e-04	9.999557209471e-01	1.039317634500e+00	1.054684208071e+00	1.054650225387e+00	9.890439391593e-01
4.191471042909e-04	9.999298186066e-01	1.038431690418e+00	1.054622579891e+00	1.054568720444e+00	9.886849872979e-01
5.276749408718e-04	9.998887602954e-01	1.037029410032e+00	1.054525050283e+00	1.054439687310e+00	9.881170601965e-01
