1.0528499241e-05	5.3082389602e-01
1.0773739492e-05	5.3082389902e-01
1.1024692123e-05	5.3082390216e-01
1.1281490192e-05	5.3082390546e-01
1.1544269856e-05	5.3082390891e-01
1.1813170444e-05	5.3082391252e-01
1.2088334532e-05	5.3082391630e-01
1.2369908015e-05	5.3082392026e-01
1.2658040187e-05	5.3082392441e-01
1.2952883819e-05	5.3082392875e-01
1.3254595242e-05	5.3082393329e-01
1.3563334427e-05	5.3082393806e-01
1.3879265071e-05	5.3082394304e-01
1.4202554685e-05	5.3082394826e-01
1.4533374682e-05	5.3082395373e-01
1.4871900466e-05	5.3082395945e-01
1.5218311529e-05	5.3082396544e-01
1.5572791542e-05	5.3082397172e-01
1.5935528455e-05	5.3082397829e-01
1.6306714596e-05	5.3082398517e-01
1.6686546774e-05	5.3082399238e-01
1.7075226379e-05	5.3082399992e-01
1.7472959495e-05	5.3082400782e-01
1.7879957006e-05	5.3082401610e-01
1.8296434706e-05	5.3082402476e-01
1.8722613418e-05	5.3082403383e-01
1.9158719108e-05	5.3082404333e-01
1.9604983005e-05	5.3082405328e-01
2.0061641722e-05	5.3082406369e-01
2.0528937388e-05	5.3082407460e-01
2.1007117768e-05	5.3082408602e-01
2.1496436400e-05	5.3082409798e-01
2.1997152727e-05	5.3082411050e-01
2.2509532236e-05	5.3082412361e-01
2.3033846597e-05	5.3082413734e-01
2.3570373808e-05	5.3082415172e-01
2.4119398343e-05	5.3082416677e-01
2.4681211302e-05	5.3082418254e-01
2.5256110567e-05	5.3082419905e-01
2.5844400955e-05	5.3082421633e-01
2.6446394387e-05	5.3082423443e-01
2.7062410047e-05	5.3082425338e-01
2.7692774556e-05	5.3082427323e-01
2.8337822140e-05	5.3082429401e-01
2.8997894812e-05	5.3082431577e-01
2.9673342552e-05	5.3082433856e-01
3.0364523491e-05	5.3082436242e-01
3.1071804102e-05	5.3082438740e-01
3.1795559395e-05	5.3082441356e-01
3.2536173115e-05	5.3082444096e-01
3.3294037944e-05	5.3082446965e-01
3.4069555713e-05	5.3082449968e-01
3.4863137611e-05	5.3082453114e-01
3.5675204406e-05	5.3082456407e-01
3.6506186667e-05	5.3082459856e-01
3.7356524992e-05	5.3082463467e-01
3.8226670240e-05	5.3082467249e-01
3.9117083775e-05	5.3082471209e-01
4.0028237705e-05	5.3082475355e-01
4.0960615137e-05	5.3082479697e-01
4.1914710429e-05	5.3082484243e-01
4.2891029456e-05	5.3082489004e-01
4.3890089874e-05	5.3082493989e-01
4.4912421398e-05	5.3082499209e-01
4.5958566083e-05	5.3082504675e-01
4.7029078608e-05	5.3082510398e-01
4.8124526573e-05	5.3082516391e-01
4.9245490799e-05	5.3082522667e-01
5.0392565636e-05	5.3082529239e-01
5.1566359279e-05	5.3082536120e-01
5.2767494087e-05	5.3082543325e-01
5.3996606920e-05	5.3082550870e-01
5.5254349468e-05	5.3082558771e-01
5.6541388603e-05	5.3082567043e-01
5.7858406732e-05	5.3082575706e-01
5.9206102153e-05	5.3082584777e-01
6.0585189434e-05	5.3082594276e-01
6.1996399783e-05	5.3082604222e-01
6.3440481445e-05	5.3082614636e-01
6.4918200089e-05	5.3082625542e-01
6.6430339223e-05	5.3082636961e-01
6.7977700602e-05	5.3082648919e-01
6.9561104657e-05	5.3082661440e-01
7.1181390931e-05	5.3082674551e-01
7.2839418520e-05	5.3082688280e-01
7.4536066534e-05	5.3082702656e-01
7.6272234556e-05	5.3082717710e-01
7.8048843127e-05	5.3082733472e-01
7.9866834227e-05	5.3082749978e-01
8.1727171781e-05	5.3082767261e-01
8.3630842162e-05	5.3082785359e-01
8.5578854723e-05	5.3082804310e-01
8.7572242325e-05	5.3082824154e-01
8.9612061890e-05	5.3082844932e-01
9.1699394956e-05	5.3082866690e-01
9.3835348255e-05	5.3082889473e-01
9.6021054297e-05	5.3082913330e-01
9.8257671974e-05	5.3082938311e-01
1.0054638717e-04	5.3082964469e-01
1.0288841339e-04	5.3082991859e-01
1.0528499241e-04	5.3083020540e-01
1.0773739492e-04	5.3083050573e-01
1.1024692123e-04	5.3083082020e-01
1.1281490192e-04	5.3083114950e-01
1.1544269856e-04	5.3083149431e-01
1.1813170444e-04	5.3083185536e-01
1.2088334532e-04	5.3083223343e-01
1.2369908015e-04	5.3083262931e-01
1.2658040187e-04	5.3083304384e-01
1.2952883819e-04	5.3083347791e-01
1.3254595242e-04	5.3083393242e-01
1.3563334427e-04	5.3083440835e-01
1.3879265071e-04	5.3083490670e-01
1.4202554685e-04	5.3083542852e-01
1.4533374682e-04	5.3083597494e-01
1.4871900466e-04	5.3083654709e-01
1.5218311529e-04	5.3083714620e-01
1.5572791542e-04	5.3083777353e-01
1.5935528455e-04	5.3083843041e-01
1.6306714596e-04	5.3083911824e-01
1.6686546773e-04	5.3083983846e-01
1.7075226379e-04	5.3084059262e-01
1.7472959495e-04	5.3084138229e-01
1.7879957006e-04	5.3084220917e-01
1.8296434706e-04	5.3084307499e-01
1.8722613418e-04	5.3084398158e-01
1.9158719108e-04	5.3084493088e-01
1.9604983005e-04	5.3084592489e-01
2.0061641722e-04	5.3084696571e-01
2.0528937388e-04	5.3084805555e-01
2.1007117768e-04	5.3084919671e-01
2.1496436400e-04	5.3085039161e-01
2.1997152727e-04	5.3085164278e-01
2.2509532236e-04	5.3085295286e-01
2.3033846597e-04	5.3085432462e-01
2.3570373808e-04	5.3085576097e-01
2.4119398343e-04	5.3085726495e-01
2.4681211302e-04	5.3085883973e-01
2.5256110567e-04	5.3086048865e-01
2.5844400955e-04	5.3086221519e-01
2.6446394387e-04	5.3086402300e-01
2.7062410047e-04	5.3086591590e-01
2.7692774556e-04	5.3086789789e-01
2.8337822140e-04	5.3086997316e-01
2.8997894812e-04	5.3087214609e-01
2.9673342552e-04	5.3087442127e-01
3.0364523491e-04	5.3087680351e-01
3.1071804102e-04	5.3087929783e-01
3.1795559395e-04	5.3088190950e-01
3.2536173115e-04	5.3088464402e-01
3.3294037944e-04	5.3088750718e-01
3.4069555713e-04	5.3089050499e-01
3.4863137611e-04	5.3089364380e-01
3.5675204406e-04	5.3089693020e-01
3.6506186667e-04	5.3090037113e-01
3.7356524992e-04	5.3090397383e-01
3.8226670240e-04	5.3090774589e-01
3.9117083775e-04	5.3091169526e-01
4.0028237705e-04	5.3091583023e-01
4.0960615137e-04	5.3092015951e-01
4.1914710429e-04	5.3092469221e-01
4.2891029456e-04	5.3092943784e-01
4.3890089874e-04	5.3093440638e-01
4.4912421398e-04	5.3093960826e-01
4.5958566083e-04	5.3094505440e-01
4.7029078608e-04	5.3095075622e-01
4.8124526573e-04	5.3095672568e-01
